symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,pe_comp,pb_comp,div_comp,value_metric,buy_to_sell_ratio
NBIX,Biotechnology,Health Technology,1238545.000000,27.438802,3.94234,0.0,2.02960756085488,1.1947219164252703,0,3.224,26.0
ICHR,Industrial Machinery,Producer Manufacturing,542884.000000,-43.25,3.45123,0.0,0,0,0,0,6.0
WTBA,Regional Banks,Finance,20738.000000,11.941964,1.54782,4.063389,1.2560747964070231,1.6151748911372124,1.354463,4.226,
RFIL,Electronic Components,Electronic Technology,121745.000000,571.836735,4.26195,0.0,0,1.1966353429768064,0,1.197,
AKAM,Data Processing Services,Technology Services,2309055.000000,31.038184,2.77451,0.0,0,1.1749822491178623,0,1.175,16.0
QAT,Investment Trusts Or Mutual Funds,Miscellaneous,4819.000000,11.985249,1.197516,4.5654,1.251538453644142,2.0876547787252946,1.5218,4.861,
RSPG,Investment Trusts Or Mutual Funds,Miscellaneous,83494.000000,17.78028,2.407958,2.3493,0,1.0382240886261307,0,1.038,
YSS,Aerospace & Defense,Electronic Technology,1338874.000000,,4.69515,0.0,0,1.081967562271706,0,1.082,7.0
GDYN,Information Technology Services,Technology Services,911012.000000,50.314465,0.876485,0.0,0,3.7194019292971356,0,3.719,6.0
BXMT,Real Estate Investment Trusts,Finance,3294884.000000,31.221719,0.962261,9.395302,0,2.5980477230190147,3.131767333333333,5.73,5.0
MAT,Recreational Products,Consumer Durables,4857415.000000,11.970862,1.99624,0.0,1.0274949289366129,2.3043321444315312,0,3.332,11.0
VIRT,Investment Banks/Brokers,Finance,1449072.000000,9.532441,2.62497,1.962789,1.5735738621408724,0,0,1.574,3.0
ONTO,Electronic Equipment/Instruments,Electronic Technology,361518.000000,101.74383,6.68144,0.0,0,0,0,0,8.0
DTW,Electric Utilities,Utilities,14913.000000,,,0.0,0,0,0,0,
TEAM,Packaged Software,Technology Services,2616352.000000,-96.9,11.6343,0.0,0,0,0,0,27.0
VYGR,Biotechnology,Health Technology,234312.000000,-1.85,1.1353,0.0,0,4.148683167444728,0,4.149,12.0
RJET,Airlines,Transportation,86751.000000,9.486714,0.611805,0.0,3.354164571631442,9.185933426500274,0,12.54,
CAT,Trucks/Construction/Farm Machinery,Producer Manufacturing,1845762.000000,43.480364,17.8509,0.726277,0,0,0,0,15.0
DIFTY,Real Estate Development,Finance,82265.000000,11.682979,2.33097,2.4112,1.2839191100146632,1.072514875781327,0,2.356,
ET,Oil & Gas Pipelines,Industrial Services,8756750.000000,16.049281,2.15304,6.826378,0,1.1611488871549067,2.2754593333333335,3.437,19.0
WLK,Chemicals: Specialty,Process Industries,546218.000000,-9.43,1.60544,1.916629,0,1.557205501295595,0,1.557,9.0
QUAD,Commercial Printing/Forms,Commercial Services,229532.000000,14.166364,3.08725,4.166667,1.058846151348363,0,1.388889,2.448,
RVP,Medical Specialties,Health Technology,29583.000000,-1.46,0.25187,0.0,0,20.327946956763412,0,20.328,
SPLS,Investment Trusts Or Mutual Funds,Miscellaneous,1136.000000,,,0.0,0,0,0,0,
APD,Chemicals: Specialty,Process Industries,547735.000000,-202.15,4.38267,2.36031,0,0,0,0,16.0
FTAI,Aerospace & Defense,Electronic Technology,2398342.000000,46.975925,66.3138,0.625,0,0,0,0,12.0
ADME,Investment Trusts Or Mutual Funds,Miscellaneous,9935.000000,28.301226,5.853014,1.1076,0,0,0,0,
SCHJ,Investment Trusts Or Mutual Funds,Miscellaneous,95776.000000,,,0.0,0,0,0,0,
PBI,Packaged Software,Technology Services,1620130.000000,18.918919,-2.9714,2.085967,1.9557142773326532,0,0,1.956,
GRID,Investment Trusts Or Mutual Funds,Miscellaneous,331537.000000,29.313072,4.382935,1.4838,0,0,0,0,
MDLN,Medical Specialties,Health Technology,7311131.000000,30.995586,3.34571,0.0,1.1291930405832624,1.5303179295276639,0,2.66,24.0
PZZA,Restaurants,Consumer Services,396246.000000,40.735376,-2.6964,5.032823,0,0,1.6776076666666666,1.678,7.0
NPFE,Investment Trusts Or Mutual Funds,Miscellaneous,800.000000,28.52622,5.748284,0.8505,0,0,0,0,
BP,Integrated Oil,Energy Minerals,10034646.000000,37.609542,2.13919,4.223517,0,1.168666644851556,1.407839,2.577,11.0
WKC,Wholesale Distributors,Distribution Services,821747.000000,-2.63,1.14569,2.981737,0,2.1820911415828013,0,2.182,
VICR,Electronic Components,Electronic Technology,721373.000000,83.216222,15.8187,0.0,0,0,0,0,
CVI,Oil Refining/Marketing,Energy Minerals,1008118.000000,121.510979,4.49633,0.0,0,0,0,0,0.0
CCK,Containers/Packaging,Process Industries,771730.000000,15.709491,3.78841,1.128082,0,0,0,0,10.0
MGY,Oil & Gas Production,Energy Minerals,1133251.000000,16.96847,2.8235,2.096829,0,0,0,0,11.0
BVN,Precious Metals,Non-Energy Minerals,1176659.000000,10.036143,1.94465,1.346913,1.4945980741804896,1.285578381713933,0,2.78,2.0
QFIN,Finance/Rental/Leasing,Finance,725408.000000,2.118001,0.495515,11.102544,7.082149630713111,5.045255945834132,3.700848,15.828,10.0
ENTX,Pharmaceuticals: Major,Health Technology,75059.000000,-4.53,3.98308,0.0,0,1.3055223595810277,0,1.306,
NRP,Coal,Energy Minerals,7326.000000,11.666567,2.4773,2.561257,1.2857252694815877,1.0091632018730068,0,2.295,
GTM,Packaged Software,Technology Services,2795902.000000,16.123141,1.25875,0.0,2.2948382080141827,7.149950347567031,0,9.445,6.0
LCID,Motor Vehicles,Consumer Durables,13367281.000000,-0.48,2.67903,0.0,0,1.717039376192129,0,1.717,3.0
AGO,Specialty Insurance,Finance,113963.000000,8.050741,0.666402,1.676245,1.863182531893648,3.751489341268483,0,5.615,
SIEB,Investment Banks/Brokers,Finance,13258.000000,15.091342,0.86169,0.0,0,2.9012754006661328,0,2.901,
SOMMY,Chemicals: Specialty,Process Industries,201.000000,8.099914,0.793544,2.001727,1.8518715136975528,3.1504239210428153,0,5.002,
MLSS,Medical Specialties,Health Technology,425396.000000,-4.66,9.32208,0.0,0,0,0,0,
FCFS,Finance/Rental/Leasing,Finance,173256.000000,26.79224,4.0834,0.766105,0,0,0,0,5.0
TOWN,Regional Banks,Finance,293513.000000,18.059394,1.12532,3.005008,0,2.2215903032026443,1.0016693333333333,3.223,
ALMR,Biotechnology,Health Technology,173904.000000,,,0.0,0,0,0,0,
E,Oil Refining/Marketing,Energy Minerals,240160.000000,28.12484,1.4295,3.00526,0,1.7488632388947185,1.0017533333333333,2.751,10.0
MELI,Internet Retail,Retail Trade,340647.000000,45.492833,13.4631,0.0,0,0,0,0,25.0
ISRG,Medical Specialties,Health Technology,1151418.000000,56.604964,9.46392,0.0,0,0,0,0,25.0
NVDA,Semiconductors,Electronic Technology,92774078.000000,43.522734,32.9378,0.018764,1.0789763345289844,0,0,1.079,64.0
SLAB,Semiconductors,Electronic Technology,323018.000000,-108.39,6.49544,0.0,0,2.153818678950156,0,2.154,0.0
TU,Wireless Telecommunications,Communications,2042431.000000,23.697867,1.6596,9.797361,1.5191240629378164,3.0127741624487827,3.265787,7.798,9.0
AMRX,Pharmaceuticals: Major,Health Technology,798545.000000,34.078138,-56.5874,0.0,2.3475461012570578,0,0,2.348,
EMXC,Investment Trusts Or Mutual Funds,Miscellaneous,1704569.000000,19.986595,2.937696,1.8037,0,0,0,0,
XNTK,Investment Trusts Or Mutual Funds,Miscellaneous,34500.000000,38.44876,9.295547,0.4904,0,0,0,0,
CGASY,Gas Distributors,Utilities,1.000000,12.153459,1.00465,4.693997,1.2342165304544164,2.488428806051859,1.5646656666666667,5.287,
RIOT,Information Technology Services,Technology Services,12871478.000000,-8.64,2.154,0.0,0,1.5134633240482822,0,1.513,18.0
DIM,Investment Trusts Or Mutual Funds,Miscellaneous,1646.000000,15.089439,1.651542,3.4291,0,1.5137368592503249,1.1430333333333333,2.657,
YUM,Restaurants,Consumer Services,1951571.000000,28.201154,-5.9166,1.840726,1.0967636288926332,0,0,1.097,14.0
PMTS,Finance/Rental/Leasing,Finance,18843.000000,14.481659,-12.0026,0.0,1.0357929295255468,0,0,1.036,
ZD,Internet Software/Services,Technology Services,180374.000000,40.973789,1.03319,0.0,0,8.710885703500807,0,8.711,3.0
UBSI,Regional Banks,Finance,445086.000000,12.377558,1.11237,3.401361,1.2118707098766979,2.2474536350315093,1.133787,4.593,
TTEK,Engineering & Construction,Industrial Services,1460309.000000,23.537354,4.43328,0.828553,0,0,0,0,5.0
QQXT,Investment Trusts Or Mutual Funds,Miscellaneous,2700.000000,25.722288,4.319632,1.3106,0,0,0,0,
ZKP,Financial Conglomerates,Finance,4125.000000,,-11635.2941,0.0,0,0,0,0,
UPLD,Information Technology Services,Technology Services,184266.000000,-0.38,-0.3584,0.0,0,0,0,0,
DVN,Integrated Oil,Energy Minerals,12368799.000000,11.854904,1.982,1.940178,1.2652991538354086,1.2613521695257317,0,2.527,25.0
XE,Industrial Machinery,Producer Manufacturing,11031699.000000,,,0.0,0,0,0,0,
HRZN,Investment Trusts/Mutual Funds,Miscellaneous,596024.000000,-20.31,0.564261,32.233503,0,4.430573794751011,10.744501,15.175,
EXR,Real Estate Investment Trusts,Finance,1311207.000000,30.727328,2.21669,4.595093,0,1.1278076772124204,1.5316976666666668,2.66,7.0
ASPU,Other Consumer Specialties,Consumer Durables,121426.000000,1.498625,0.250069,0.0,20.91250312786721,18.754823668667452,0,39.667,
OCUL,Pharmaceuticals: Major,Health Technology,1048292.000000,-6.48,3.07567,0.0,0,1.6906885329050256,0,1.691,12.0
MTZ,Engineering & Construction,Industrial Services,539683.000000,73.970577,9.07975,0.0,0,0,0,0,20.0
IEX,Industrial Machinery,Producer Manufacturing,1045074.000000,32.002493,3.80381,1.382937,0,0,0,0,8.0
GTES,Industrial Machinery,Producer Manufacturing,1023110.000000,25.960744,1.91108,0.0,0,1.3081608305251482,0,1.308,9.0
GAMI,Investment Managers,Finance,499.000000,7.357353,2.99171,1.545064,2.0387767176591907,0,0,2.039,
USDP,Oil & Gas Pipelines,Industrial Services,1.000000,,,0.0,0,0,0,0,
NBR,Contract Drilling,Industrial Services,579377.000000,5.382068,2.30465,0.0,2.787032791113007,1.084763413099603,0,3.872,2.0
PBF,Oil Refining/Marketing,Energy Minerals,2932501.000000,-28.24,0.909425,2.658932,0,2.748989746268246,0,2.749,1.0
AVUV,Investment Trusts Or Mutual Funds,Miscellaneous,889555.000000,19.995186,1.504628,1.4922,0,1.661540261114375,0,1.662,
INVA,Pharmaceuticals: Major,Health Technology,290820.000000,7.175744,1.50756,0.0,11.148669740726536,3.449282283955531,0,14.598,
MUSA,Specialty Stores,Retail Trade,274542.000000,21.585647,15.4909,0.440181,1.4518906938485558,0,0,1.452,4.0
LXP,Real Estate Investment Trusts,Finance,238410.000000,28.058306,1.47963,5.3911,0,1.689611592087211,1.7970333333333333,3.487,4.0
VDC,Investment Trusts Or Mutual Funds,Miscellaneous,61895.000000,23.141176,4.873149,2.2643,0,0,0,0,
AIFC,Environmental Services,Industrial Services,4026743.000000,-0.25,0.0947,0.0,0,26.399155227032733,0,26.399,
LGND,Pharmaceuticals: Major,Health Technology,132790.000000,37.883408,4.51616,0.0,2.111742428241936,1.1514206759725076,0,3.263,8.0
THQ,Investment Trusts/Mutual Funds,Miscellaneous,120405.000000,-6.58,1.0208,11.829135,0,2.449059561128527,3.943045,6.392,
NBTB,Major Banks,Finance,93390.000000,12.680665,1.22702,3.253309,1.1829032625654885,2.0374566021743736,1.0844363333333333,4.305,3.0
SPXV,Investment Trusts Or Mutual Funds,Miscellaneous,132.000000,29.017939,5.561242,1.0073,0,0,0,0,
CRT,Investment Trusts/Mutual Funds,Miscellaneous,23010.000000,14.629259,30.4387,4.88632,1.0253424319030786,0,1.6287733333333334,2.654,
FNB,Major Banks,Finance,2540559.000000,10.943187,0.927746,2.70575,1.3707158618417103,2.6947030760574555,0,4.065,8.0
NTCT,Packaged Software,Technology Services,170826.000000,25.109321,1.44024,0.0,1.4735563737466257,6.248958506915514,0,7.723,
HOOD,Investment Banks/Brokers,Finance,70700068.000000,40.043913,8.09322,0.0,0,0,0,0,23.0
WU,Regional Banks,Finance,4545977.000000,6.545135,3.07033,10.514541,2.2917785500222685,0,3.504847,5.797,1.0
JBL,Industrial Machinery,Producer Manufacturing,374865.000000,44.337676,26.0475,0.096726,0,0,0,0,10.0
OPCH,Medical/Nursing Services,Health Services,2548669.000000,21.854096,3.28405,0.0,0,0,0,0,12.0
CHE,Hospital/Nursing Management,Health Services,164818.000000,22.952482,5.89489,0.546189,0,0,0,0,
MTNOY,Wireless Telecommunications,Communications,1552.000000,19.712496,2.57081,1.023914,1.8262527485103863,1.944912303904217,0,3.771,5.0
NRO,Investment Trusts/Mutual Funds,Miscellaneous,210289.000000,-30.72,0.927205,12.328887,0,2.6962753652104983,4.109629,6.806,
ACT,Multi-Line Insurance,Finance,178540.000000,9.746429,1.1687,1.908657,1.5390252163125593,2.1391289466929067,0,3.678,1.0
MESH,Financial Conglomerates,Finance,5776.000000,776.171875,1.2897,0.0,0,1.9384352950298518,0,1.938,
MDIBY,Regional Banks,Finance,678.000000,16.220549,1.39592,3.581375,0,1.7909335778554645,1.1937916666666666,2.985,
AM,Oil & Gas Pipelines,Industrial Services,1656711.000000,25.546336,5.25493,4.117109,0,0,1.3723696666666667,1.372,0.0
WWD,Industrial Machinery,Producer Manufacturing,868028.000000,45.836009,8.40588,0.318708,0,0,0,0,11.0
NYT,Publishing: Newspapers,Consumer Services,861849.000000,37.628273,6.22073,0.917548,0,0,0,0,7.0
EHC,Medical/Nursing Services,Health Services,568321.000000,18.355264,4.17057,0.708034,0,0,0,0,13.0
TAC,Electric Utilities,Utilities,928808.000000,-27.27,11.3112,1.480268,0,0,0,0,9.0
ITHA,Financial Conglomerates,Finance,6758.000000,,1.37565,0.0,0,1.8173227201686475,0,1.817,
FINX,Investment Trusts Or Mutual Funds,Miscellaneous,51152.000000,31.540209,2.614282,0.4443,0,0,0,0,
AMBA,Semiconductors,Electronic Technology,441975.000000,-35.83,4.64153,0.0,0,3.0140923359323324,0,3.014,9.0
SPRO,Biotechnology,Health Technology,762447.000000,18.38843,2.55209,0.0,3.028534790626497,1.84554619938952,0,4.874,
SSB,Major Banks,Finance,468674.000000,10.606061,1.06734,2.377566,1.4142856617551038,2.3422714411527723,0,3.757,12.0
EMC,Investment Trusts Or Mutual Funds,Miscellaneous,2391.000000,20.549913,3.081096,1.4458,0,0,0,0,
INTC,Semiconductors,Electronic Technology,199664561.000000,-134.95,3.81119,0.0,0,3.6707694971911664,0,3.671,15.0
NTGR,Information Technology Services,Technology Services,659220.000000,-39.92,1.3971,0.0,0,2.3334049101710685,0,2.333,
XCHG,Investment Trusts Or Mutual Funds,Miscellaneous,100.000000,27.146606,5.297552,0.9853,0,0,0,0,
NHC,Hospital/Nursing Management,Health Services,77040.000000,22.767747,2.53869,1.465873,0,0,0,0,
SONVY,Medical Specialties,Health Technology,23513.000000,21.432369,4.25438,1.446371,1.6330439252888935,1.2034656048589922,0,2.837,6.0
HURN,Miscellaneous Commercial Services,Commercial Services,66436.000000,22.170078,4.21059,0.0,0,0,0,0,
SCHG,Investment Trusts Or Mutual Funds,Miscellaneous,7522870.000000,37.041832,10.033586,0.3951,0,0,0,0,
HCC,Coal,Energy Minerals,327867.000000,82.631968,2.19817,0.357382,0,1.13730967122652,0,1.137,5.0
CAC,Major Banks,Finance,101405.000000,13.201845,1.23113,3.315571,1.1362048259163775,2.030654764322208,1.1051903333333333,4.272,
LPLA,Investment Banks/Brokers,Finance,397493.000000,30.571002,4.99901,0.359594,0,0,0,0,14.0
AAMI,Investment Managers,Finance,213228.000000,30.29521,39.4272,0.194291,0,0,0,0,
GRTX,Pharmaceuticals: Major,Health Technology,192712.000000,0.066089,1.90186,0.0,1210.4888861989136,2.734165501140988,0,1213.223,
BAC,Major Banks,Finance,17436153.000000,13.056306,1.36198,2.088872,1.1488701321798065,1.8355629304395071,0,2.984,22.0
OTEX,Packaged Software,Technology Services,970934.000000,13.199131,1.39979,4.811575,2.803214848007797,6.4295358589502705,1.6038583333333334,10.837,3.0
RDDT,Internet Software/Services,Technology Services,2624557.000000,56.44029,9.64094,0.0,0,0,0,0,22.0
CCI,Real Estate Investment Trusts,Finance,1596020.000000,17.522775,-19.5678,4.932111,0,0,1.644037,1.644,12.0
RLI,Multi-Line Insurance,Finance,483852.000000,12.188508,2.66837,1.227465,1.2306674451048478,0,0,1.231,1.0
RYAN,Insurance Brokers/Services,Finance,1591822.000000,74.661509,6.9474,1.410478,0,0,0,0,12.0
CNL,Other Metals/Minerals,Non-Energy Minerals,35053.000000,-31.7,12.0831,0.0,0,0,0,0,6.0
MAC,Real Estate Investment Trusts,Finance,1377572.000000,-74.0,2.28145,3.127875,0,1.0957943413180213,1.042625,2.138,8.0
UUGRY,Water Utilities,Utilities,17982.000000,23.395836,67.437,3.554485,0,0,1.1848283333333334,1.185,5.0
DOCN,Packaged Software,Technology Services,1428709.000000,37.523855,-302.4709,0.0,0,0,0,0,13.0
ABM,Miscellaneous Commercial Services,Commercial Services,117546.000000,15.940087,1.37431,2.682987,0,1.8190946729631599,0,1.819,3.0
CMLSQ,Broadcasting,Consumer Services,33241.000000,,-0.0021,0.0,0,0,0,0,
DHLGY,Air Freight/Couriers,Transportation,104715.000000,16.025715,2.39417,2.614946,1.985558834660419,2.3473688167506905,0,4.333,
JAZZ,Pharmaceuticals: Major,Health Technology,384228.000000,-34.17,2.90176,0.0,0,1.7920158800176447,0,1.792,16.0
ESAB,Industrial Machinery,Producer Manufacturing,355897.000000,27.03591,2.79015,0.381794,0,0,0,0,10.0
AJG,Insurance Brokers/Services,Finance,783312.000000,37.155939,2.35191,1.241683,0,1.0629658447814754,0,1.063,17.0
WLDN,Miscellaneous Commercial Services,Commercial Services,234509.000000,20.852809,3.52137,0.0,0,0,0,0,
RSPC,Investment Trusts Or Mutual Funds,Miscellaneous,1823.000000,21.568829,2.680354,1.1993,0,0,0,0,
AAP,Specialty Stores,Retail Trade,548738.000000,77.950695,1.54504,1.766784,0,4.789520012426863,0,4.79,2.0
BNL,Real Estate Investment Trusts,Finance,1774046.000000,39.789432,1.32123,5.803794,0,1.8921762297253317,1.934598,3.827,8.0
SYBT,Regional Banks,Finance,54950.000000,15.032908,-35.2504,1.737584,0,0,0,0,
DHR,Medical Specialties,Health Technology,4020465.000000,34.589518,2.39219,0.759861,1.011867236773869,2.1402982204590772,0,3.152,24.0
STRA,Other Consumer Services,Consumer Services,159951.000000,13.732034,1.07596,3.086023,1.4564484766058692,5.111714190118592,1.0286743333333332,7.597,
CORT,Pharmaceuticals: Major,Health Technology,753682.000000,56.978734,7.62596,0.0,1.404032599250099,0,0,1.404,5.0
ECTM,Investment Trusts/Mutual Funds,Miscellaneous,17816.000000,4.392157,0.77754,22.857143,3.4151784647042445,3.2152686678498856,7.619047666666667,14.249,
IP,Pulp & Paper,Process Industries,4358877.000000,-5.08,1.2116,5.437978,0,2.0633872565203037,1.8126593333333334,3.876,7.0
MIDD,Industrial Machinery,Producer Manufacturing,284761.000000,-24.75,2.49985,0.0,0,1.000060003600216,0,1.0,8.0
EBS,Pharmaceuticals: Major,Health Technology,369388.000000,8.871402,0.82048,0.0,9.017740375196615,6.337753510140406,0,15.355,
NGL,Oil & Gas Pipelines,Industrial Services,228175.000000,406.20155,-10.0228,0.0,0,0,0,0,
WHF,Investment Trusts/Mutual Funds,Miscellaneous,26883.000000,12.366634,0.654718,16.601307,1.212941209386483,3.8184378617969874,5.5337689999999995,10.565,
MRVL,Semiconductors,Electronic Technology,14434859.000000,49.910426,9.07382,0.156627,0,1.5417982723924435,0,1.542,37.0
SOUN,Packaged Software,Technology Services,20016324.000000,-28.93,7.34437,0.0,0,1.2254284574442738,0,1.225,8.0
SPKKY,Major Telecommunications,Communications,11274.000000,13.466903,2.95331,8.702236,2.673220413037801,1.693015633306358,2.900745333333333,7.267,6.0
ARM,Semiconductors,Electronic Technology,4915271.000000,264.690207,27.0539,0.0,0,0,0,0,29.0
LFUS,Electronic Production Equipment,Electronic Technology,92912.000000,-134.1,4.00004,0.757731,0,1.2749872501274986,0,1.275,3.0
CCL,Hotels/Resorts/Cruise lines,Consumer Services,19591805.000000,11.693046,2.7953,0.570342,2.6802254947085644,1.6778163345615855,0,4.358,22.0
BAX,Medical Specialties,Health Technology,8667770.000000,-10.68,1.50534,2.006689,0,3.4012249724314776,0,3.401,3.0
IXC,Investment Trusts Or Mutual Funds,Miscellaneous,927825.000000,17.958363,2.139508,3.0305,0,1.1684929432374171,1.0101666666666667,2.179,
BKNG,Other Consumer Services,Consumer Services,9775006.000000,26.17926,-24.784,0.906679,0,0,0,0,34.0
FTI,Oilfield Services/Equipment,Industrial Services,3291782.000000,32.852913,8.9877,0.265076,0,0,0,0,14.0
EQPT,Internet Software/Services,Technology Services,745615.000000,6052.631579,62.4389,0.0,0,0,0,0,7.0
XYZ,Miscellaneous Commercial Services,Commercial Services,3296979.000000,33.071765,1.88561,0.0,0,1.3258308982239169,0,1.326,37.0
MREO,Biotechnology,Health Technology,1187844.000000,-1.05,1.08237,0.0,0,4.35156185038388,0,4.352,5.0
FCEL,Electronic Equipment/Instruments,Electronic Technology,14910849.000000,-1.44,0.752571,0.0,0,6.776769235062206,0,6.777,0.0
BLDP,Electrical Products,Producer Manufacturing,6381275.000000,-10.23,1.58058,0.0,0,1.5816978577484213,0,1.582,0.0
VYM,Investment Trusts Or Mutual Funds,Miscellaneous,739783.000000,19.615782,3.10382,2.4184,0,0,0,0,
AER,Finance/Rental/Leasing,Finance,1264874.000000,6.295276,1.24889,0.882374,2.3827390570326066,2.001777578489699,0,4.385,8.0
CLWT,Electronic Equipment/Instruments,Electronic Technology,1046.000000,17.239011,0.614353,0.0,2.552350595982565,8.301416286727662,0,10.854,
CNH,Trucks/Construction/Farm Machinery,Producer Manufacturing,14740354.000000,24.62595,1.61324,2.49004,0,1.549676427561925,0,1.55,12.0
ACGBY,Major Banks,Finance,108006.000000,6.887443,0.062915,3.205237,2.1778764630066627,39.73615195104506,1.0684123333333333,42.982,
NXST,Broadcasting,Consumer Services,115866.000000,68.155269,3.00044,3.643487,0,0,1.2144956666666666,1.214,7.0
SOUHY,Other Metals/Minerals,Non-Energy Minerals,17488.000000,46.726172,1.49561,1.936152,0,1.6715587619767185,0,1.672,
LITX,Investment Trusts Or Mutual Funds,Miscellaneous,7068959.000000,,,0.0,0,0,0,0,
FLNG,Marine Shipping,Transportation,260071.000000,22.896183,2.38177,9.472687,1.3897512961003151,2.3595897168912194,3.1575623333333334,6.907,0.0
WSM,Specialty Stores,Retail Trade,477558.000000,21.203652,10.6863,1.408751,1.4780472722340472,0,0,1.478,9.0
WMT,Specialty Stores,Retail Trade,7540139.000000,46.751676,10.2067,0.746532,0,0,0,0,39.0
BWXT,Electronic Equipment/Instruments,Electronic Technology,651464.000000,60.366926,16.0372,0.471829,0,0,0,0,10.0
HCA,Hospital/Nursing Management,Health Services,739677.000000,14.85425,-16.0961,0.680682,1.0098120066647591,0,0,1.01,16.0
WRB,Multi-Line Insurance,Finance,1035219.000000,14.234211,2.56846,0.536353,1.053799188448169,0,0,1.054,1.0
HXL,Aerospace & Defense,Electronic Technology,843504.000000,61.751825,5.54156,0.741457,0,0,0,0,7.0
BGR,Investment Trusts/Mutual Funds,Miscellaneous,114634.000000,10.340916,1.15689,7.115174,1.450548481391784,2.160966038257743,2.3717246666666667,5.983,
SPAB,Investment Trusts Or Mutual Funds,Miscellaneous,5004059.000000,,,2.6317,0,0,0,0,
PFS,Savings Banks,Finance,566518.000000,10.304796,1.05991,4.175729,1.4556328917137225,2.3586908322404736,1.3919096666666666,5.206,
NEE,Electric Utilities,Utilities,4629647.000000,24.501764,3.6439,2.406694,0,0,0,0,17.0
ATNI,Major Telecommunications,Communications,29549.000000,-20.66,0.982837,3.843466,0,5.087313562676212,1.2811553333333332,6.368,
CNK,Movies/Entertainment,Consumer Services,755618.000000,28.060246,8.33975,1.162393,1.0751865824697333,0,0,1.075,10.0
EFV,Investment Trusts Or Mutual Funds,Miscellaneous,2209945.000000,14.623048,1.591533,3.3423,1.0257779363098583,1.5708125436293183,1.1140999999999999,3.711,
OGE,Electric Utilities,Utilities,1648717.000000,20.474101,1.97061,3.556419,0,1.2686427045432633,1.185473,2.454,4.0
AIG,Multi-Line Insurance,Finance,3260487.000000,13.661987,0.970164,2.427184,1.0979369252803417,2.576883908287671,0,3.675,10.0
