symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,pe_comp,pb_comp,div_comp,value_metric,buy_to_sell_ratio
AADR,Investment Trusts Or Mutual Funds,Miscellaneous,6680.000000,16.138506,2.158905,1.4099,0,1.1579944462586358,0,1.158,
CAH,Medical Distributors,Distribution Services,886313.000000,29.589707,-16.8252,0.991051,0,0,0,0,17.0
CHDN,Movies/Entertainment,Consumer Services,503555.000000,18.450814,6.35621,0.440113,1.6351582103640523,0,0,1.635,13.0
PSCD,Investment Trusts Or Mutual Funds,Miscellaneous,108.000000,17.231852,1.933672,1.1313,0,1.2928769718959574,0,1.293,
HRTG,Property/Casualty Insurance,Finance,179527.000000,4.799278,1.83733,0.0,3.1254701227976374,1.360670102812233,0,4.486,
BMR,Packaged Software,Technology Services,39850.000000,-5.08,1.94098,0.0,0,4.636832940061207,0,4.637,
URBN,Apparel/Footwear Retail,Retail Trade,395353.000000,13.781596,2.22359,0.0,0,1.1243079884331193,0,1.124,7.0
ALGN,Medical Specialties,Health Technology,786076.000000,31.35923,3.12446,0.0,1.1160988327838406,1.638683164450817,0,2.755,12.0
PTOR,Financial Conglomerates,Finance,14988.000000,,,0.0,0,0,0,0,
BOOM,Oilfield Services/Equipment,Industrial Services,196175.000000,-7.15,0.541669,0.0,0,4.615364733813455,0,4.615,
MAA,Real Estate Investment Trusts,Finance,925479.000000,34.421945,2.68131,4.659457,0,0,1.5531523333333332,1.553,10.0
HYI,Investment Trusts/Mutual Funds,Miscellaneous,101329.000000,14.382922,0.905239,10.575139,1.0429035212733546,2.76170160587425,3.5250463333333335,7.33,
DWX,Investment Trusts Or Mutual Funds,Miscellaneous,11968.000000,16.3706,1.632207,4.0784,0,1.5316684709721256,1.3594666666666668,2.891,
EMA,Electric Utilities,Utilities,76990.000000,21.859255,1.83059,3.985177,0,1.3656799174036787,1.3283923333333334,2.694,6.0
CRNC,Packaged Software,Technology Services,215062.000000,-324.72,2.61374,0.0,0,3.443341724884648,0,3.443,
TAN,Investment Trusts Or Mutual Funds,Miscellaneous,1648554.000000,104.952034,1.936996,0.51,0,1.2906583183444882,0,1.291,
CPK,Gas Distributors,Utilities,48553.000000,21.339963,1.89526,2.149525,0,1.319080231736015,0,1.319,
BB,Packaged Software,Technology Services,12077884.000000,57.752809,4.04744,0.0,0,2.2236277745933233,0,2.224,1.0
OWL,Investment Managers,Finance,21996504.000000,85.852713,2.68078,10.158014,0,0,3.3860046666666666,3.386,12.0
IDA,Electric Utilities,Utilities,292862.000000,24.672574,2.23653,2.389782,0,1.1178030252221074,0,1.118,7.0
FB,Investment Trusts Or Mutual Funds,Miscellaneous,142.000000,28.392971,5.486703,1.0765,0,0,0,0,
EWW,Investment Trusts Or Mutual Funds,Miscellaneous,836807.000000,15.405857,1.917617,3.6954,0,1.303701416914848,1.2318,2.536,
BZLFY,Wholesale Distributors,Distribution Services,2100.000000,17.518773,2.795,2.778568,0,0,0,0,6.0
POET,Electrical Products,Producer Manufacturing,61745826.000000,-14.37,5.76818,0.0,0,0,0,0,
IIIV,Packaged Software,Technology Services,91433.000000,218.457031,1.41079,0.0,0,6.379404447153722,0,6.379,5.0
HAL,Oilfield Services/Equipment,Industrial Services,7157600.000000,22.39109,3.16107,1.666258,0,0,0,0,20.0
AAL,Airlines,Transportation,42156652.000000,38.001959,-1.8883,0.0,0,0,0,0,15.0
WDC,Computer Peripherals,Electronic Technology,7772158.000000,39.252871,18.6945,0.115092,0,0,0,0,22.0
AIT,Wholesale Distributors,Distribution Services,248924.000000,28.446509,6.00806,0.627407,0,0,0,0,7.0
NVS,Pharmaceuticals: Major,Health Technology,1279872.000000,20.071457,6.01855,2.117636,3.985759479244581,0,0,3.986,10.0
PEYUF,Integrated Oil,Energy Minerals,22231.000000,12.489112,1.8219,5.12584,1.20104615924655,1.372193863549042,1.7086133333333333,4.282,
TTE,Integrated Oil,Energy Minerals,1465799.000000,15.196488,1.69796,4.128364,0,1.472355061367759,1.3761213333333335,2.848,5.0
TDOC,Medical/Nursing Services,Health Services,3198719.000000,-5.26,0.772091,0.0,0,3.237960292245344,0,3.238,7.0
AQST,Pharmaceuticals: Major,Health Technology,828712.000000,-5.26,-14.8285,0.0,0,0,0,0,9.0
ATI,Other Metals/Minerals,Non-Energy Minerals,2064303.000000,53.205668,11.4277,0.0,0,0,0,0,13.0
AMADY,Packaged Software,Technology Services,95729.000000,16.788504,4.35403,2.085461,2.203889042168379,2.0670505256050142,0,4.271,
MTCH,Internet Software/Services,Technology Services,1247750.000000,15.580015,-33.9525,2.053222,2.374837251440387,0,0,2.375,8.0
XNCR,Biotechnology,Health Technology,523328.000000,-9.78,1.37392,0.0,0,3.428147199254687,0,3.428,12.0
XLY,Investment Trusts Or Mutual Funds,Miscellaneous,6649033.000000,33.401844,9.56859,0.77,0,0,0,0,
ELF,Household/Personal Care,Consumer Non-Durables,1507797.000000,35.607302,3.20205,0.0,0,0,0,0,13.0
DNLI,Biotechnology,Health Technology,2128017.000000,-6.76,3.09049,0.0,0,1.5240301699730463,0,1.524,18.0
ULBI,Electrical Products,Producer Manufacturing,21888.000000,-19.84,0.900767,0.0,0,2.775412509561296,0,2.775,
PRGS,Packaged Software,Technology Services,563958.000000,14.18284,2.34247,0.0,2.608786392570176,3.842098297950454,0,6.451,7.0
ETON,Pharmaceuticals: Major,Health Technology,125028.000000,-135.12,24.985,0.0,0,0,0,0,
ZTS,Pharmaceuticals: Major,Health Technology,2086972.000000,19.369033,14.8808,1.740249,4.130304285195859,0,0,4.13,15.0
MXL,Semiconductors,Electronic Technology,15401111.000000,-34.34,10.2521,0.0,0,1.3645984725080715,0,1.365,7.0
ALGT,Airlines,Transportation,355549.000000,-30.32,1.35841,0.0,0,4.137189802784138,0,4.137,5.0
BITW,Investment Trusts Or Mutual Funds,Miscellaneous,17203.000000,,,0.0,0,0,0,0,
RCS,Investment Trusts/Mutual Funds,Miscellaneous,177808.000000,7.203728,1.14823,6.654344,2.082255187869392,2.1772641369760413,2.2181146666666667,6.478,
JFIN,Finance/Rental/Leasing,Finance,28750.000000,1.151364,0.415836,16.772824,13.028025889293046,6.0119854942814,5.590941333333333,24.631,
KTOS,Aerospace & Defense,Electronic Technology,2271678.000000,462.912913,5.21607,0.0,0,0,0,0,18.0
HLX,Oilfield Services/Equipment,Industrial Services,1227955.000000,103.917526,0.953681,0.0,0,2.6214216284061442,0,2.621,4.0
ADCT,Pharmaceuticals: Major,Health Technology,669266.000000,-3.14,-2.5511,0.0,0,0,0,0,6.0
NEWT,Finance/Rental/Leasing,Finance,91362.000000,6.015521,1.0745,5.801527,2.4935496027692365,2.3266635644485807,1.9338423333333334,6.754,1.0
LEMB,Investment Trusts Or Mutual Funds,Miscellaneous,105787.000000,,,0.0,0,0,0,0,
CWEN,Alternative Power Generation,Utilities,467022.000000,28.467821,2.51025,4.444719,0,0,1.481573,1.482,11.0
SITM,Semiconductors,Electronic Technology,272056.000000,-283.02,11.7296,0.0,0,1.1927090437866594,0,1.193,9.0
CURE,Investment Trusts Or Mutual Funds,Miscellaneous,31923.000000,22.834469,4.718224,1.8101,0,0,0,0,
TVC,General Government,Government,2074.000000,,,0.0,0,0,0,0,
VEA,Investment Trusts Or Mutual Funds,Miscellaneous,8185374.000000,17.558798,1.953828,2.4983,0,1.2795394476893565,0,1.28,
RXL,Investment Trusts Or Mutual Funds,Miscellaneous,7986.000000,,,0.0383,0,0,0,0,
GKOS,Medical Specialties,Health Technology,716788.000000,-36.57,10.4854,0.0,0,0,0,0,13.0
OPLN,Packaged Software,Technology Services,159674.000000,-26.75,2.70936,0.0,0,3.3218176986446983,0,3.322,6.0
BIXI,Financial Conglomerates,Finance,9638.000000,1990.0,1.41195,0.0,0,1.770600941959701,0,1.771,
MDRX,Packaged Software,Technology Services,5216.000000,,,0.0,0,0,0,0,
RGEN,Pharmaceuticals: Major,Health Technology,587859.000000,135.851458,3.1405,0.0,0,1.6557872950167172,0,1.656,19.0
FMX,Beverages: Non-Alcoholic,Consumer Non-Durables,282991.000000,41.952984,2.86355,1.921999,0,0,0,0,14.0
SIGI,Property/Casualty Insurance,Finance,339097.000000,11.70607,1.51303,1.892302,1.2813864943572009,1.6523135694599578,0,2.934,2.0
SFM,Food Retail,Retail Trade,1764151.000000,13.333333,4.83638,0.0,1.650000041250001,0,0,1.65,9.0
SNX,Electronics Distributors,Distribution Services,221288.000000,18.55575,2.02966,0.80591,0,1.2317333937703854,0,1.232,10.0
IYW,Investment Trusts Or Mutual Funds,Miscellaneous,495440.000000,40.16247,10.995636,0.3632,0,0,0,0,
AMKR,Semiconductors,Electronic Technology,2332446.000000,47.418433,3.94702,0.465835,0,3.544446189783685,0,3.544,7.0
WEC,Electric Utilities,Utilities,938414.000000,24.070186,2.76796,3.135257,0,0,1.0450856666666668,1.045,8.0
BSM,Investment Trusts/Mutual Funds,Miscellaneous,155672.000000,11.045874,3.61063,9.036145,1.3579731219095927,0,3.012048333333333,4.37,
UTF,Investment Trusts/Mutual Funds,Miscellaneous,201498.000000,6.689394,1.03469,6.98169,2.2423555855732222,2.4161826247475084,2.32723,6.986,
ORCL,Packaged Software,Technology Services,15789492.000000,29.796937,14.2254,1.20511,1.2417383706251417,0,0,1.242,36.0
ILMN,Medical Specialties,Health Technology,1231789.000000,23.29363,7.13138,0.0,1.5025567075633983,0,0,1.503,11.0
OMER,Pharmaceuticals: Major,Health Technology,644124.000000,-29.35,-8.6728,0.0,0,0,0,0,
JAN,Real Estate Investment Trusts,Finance,385552.000000,,2.58607,0.0,0,0,0,0,10.0
MUNI,Investment Trusts Or Mutual Funds,Miscellaneous,233270.000000,,,2.3377,0,0,0,0,
MGRC,Finance/Rental/Leasing,Finance,233940.000000,18.917343,2.38833,1.616128,0,1.0467565202463647,0,1.047,
GUT,Investment Trusts/Mutual Funds,Miscellaneous,120226.000000,12.098039,2.02712,9.724473,1.239870362461222,1.2332767670389517,3.241491,5.715,
PDX,Investment Trusts/Mutual Funds,Miscellaneous,75291.000000,,,0.0,0,0,0,0,
NVG,Investment Trusts/Mutual Funds,Miscellaneous,666218.000000,47.472857,0.979903,7.476341,0,2.5512729321167504,2.4921136666666666,5.043,
IYH,Investment Trusts Or Mutual Funds,Miscellaneous,548740.000000,24.593512,4.756202,1.6823,0,0,0,0,
LMT,Aerospace & Defense,Electronic Technology,1135593.000000,24.810035,15.7333,2.635226,1.159611423361555,0,0,1.16,9.0
URTH,Investment Trusts Or Mutual Funds,Miscellaneous,424749.000000,24.850811,3.966331,1.4397,0,0,0,0,
CMS,Electric Utilities,Utilities,1939612.000000,21.011264,2.60784,2.894494,0,0,0,0,10.0
R,Air Freight/Couriers,Transportation,336246.000000,20.847676,3.35345,1.42909,1.5263092154732258,1.6758860278220937,0,3.202,7.0
AVT,Electronics Distributors,Distribution Services,2350132.000000,32.057005,1.28973,1.762902,0,1.9383902057019686,0,1.938,2.0
COHU,Semiconductors,Electronic Technology,875768.000000,-27.77,2.63285,0.0,0,5.313633515012249,0,5.314,7.0
DRIV,Investment Trusts Or Mutual Funds,Miscellaneous,29032.000000,-40.647854,2.159873,0.9461,0,1.1574754626776667,0,1.157,
UCB,Regional Banks,Finance,440027.000000,12.316028,1.10165,2.942925,1.2179251297577434,2.2693232877955793,0,3.487,3.0
CMSA,Electric Utilities,Utilities,6824.000000,,,0.0,0,0,0,0,
LDUR,Investment Trusts Or Mutual Funds,Miscellaneous,31799.000000,,,1.7107,0,0,0,0,
EGY,Oil & Gas Production,Energy Minerals,746934.000000,-16.41,1.54214,3.810976,0,1.6211238927723812,1.2703253333333333,2.891,
NIO,Motor Vehicles,Consumer Durables,26294200.000000,-6.54,26.4383,0.0,0,0,0,0,19.0
BBHM,Investment Trusts Or Mutual Funds,Miscellaneous,121997.000000,38.826332,4.702655,0.5289,0,0,0,0,
ABNB,Hotels/Resorts/Cruise lines,Consumer Services,2504437.000000,34.455926,10.2088,0.0,0,0,0,0,22.0
FCVT,Investment Trusts Or Mutual Funds,Miscellaneous,12417.000000,,,1.8199,0,0,0,0,
HDV,Investment Trusts Or Mutual Funds,Miscellaneous,2157601.000000,19.981827,4.167869,3.2658,0,0,1.0886,1.089,
ERIC,Telecommunications Equipment,Electronic Technology,5576294.000000,14.208475,3.50345,1.726257,3.378265436649605,1.4671252622415047,0,4.845,5.0
ADAMN,Real Estate Investment Trusts,Finance,3818.000000,,,0.0,0,0,0,0,
RVLPQ,Pharmaceuticals: Major,Health Technology,100.000000,,,0.0,0,0,0,0,
MT,Steel,Non-Energy Minerals,1176709.000000,13.972682,0.809114,0.807427,1.0735233221510372,3.0897994596558704,0,4.163,11.0
MVV,Investment Trusts Or Mutual Funds,Miscellaneous,3956.000000,,,0.3508,0,0,0,0,
PODD,Medical Specialties,Health Technology,2433430.000000,52.562444,8.49549,0.0,0,0,0,0,23.0
CHH,Hotels/Resorts/Cruise lines,Consumer Services,623919.000000,15.17586,30.4434,0.958733,2.0651218448246094,0,0,2.065,3.0
BFH,Finance/Rental/Leasing,Finance,224096.000000,7.072511,1.07219,1.019462,2.120887475466634,2.331676288717485,0,4.453,7.0
PLPC,Building Products,Producer Manufacturing,148025.000000,49.934168,3.67941,0.227209,0,0,0,0,
SBSI,Regional Banks,Finance,35247.000000,14.545375,1.16737,4.325623,1.0312556396792796,2.1415660844462336,1.4418743333333335,4.615,
ADBE,Packaged Software,Technology Services,1943138.000000,14.166798,8.63633,0.0,2.61174049351166,1.0421093218994644,0,3.654,17.0
FIVN,Packaged Software,Technology Services,1208469.000000,37.419067,1.64641,0.0,0,5.466439100831506,0,5.466,17.0
CNS,Investment Managers,Finance,223764.000000,22.827059,6.26059,3.669858,0,0,1.223286,1.223,
GDOT,Finance/Rental/Leasing,Finance,154110.000000,-6.8,0.757723,0.0,0,3.299358736635947,0,3.299,
CBRE,Real Estate Development,Finance,1515260.000000,33.518113,5.05013,0.0,0,0,0,0,13.0
RSG,Environmental Services,Industrial Services,766815.000000,30.374002,5.3568,1.157819,0,0,0,0,17.0
GNRC,Electrical Products,Producer Manufacturing,1798429.000000,80.662778,4.83961,0.0,0,0,0,0,13.0
FEIM,Telecommunications Equipment,Electronic Technology,115774.000000,64.853723,7.96636,0.0,0,0,0,0,
BLCO,Medical Specialties,Health Technology,620584.000000,-15.43,0.86355,0.0,0,5.929013954026981,0,5.929,4.0
LUMN,Major Telecommunications,Communications,5024909.000000,-4.99,-8.0053,0.0,0,0,0,0,2.0
FBIOP,Pharmaceuticals: Major,Health Technology,5282.000000,,,0.0,0,0,0,0,
ELMD,Medical Specialties,Health Technology,29184.000000,25.053533,4.69019,0.0,1.3970085576353641,1.0916402107377312,0,2.489,
VREX,Medical Specialties,Health Technology,280848.000000,-7.24,1.06095,0.0,0,4.825863612799849,0,4.826,
IESFY,Electric Utilities,Utilities,7.000000,14.402637,1.82091,3.214161,1.041475946383985,1.3729399036745364,1.0713869999999999,3.486,
TTMI,Electronic Components,Electronic Technology,2259054.000000,81.767398,8.07144,0.0,0,0,0,0,
DOV,Industrial Machinery,Producer Manufacturing,348013.000000,27.924651,4.02984,0.925761,0,0,0,0,14.0
LW,Food: Specialty/Candy,Consumer Non-Durables,658743.000000,20.104536,3.27691,3.458682,0,0,1.152894,1.153,5.0
CPIX,Pharmaceuticals: Major,Health Technology,205046.000000,-22.37,2.57289,0.0,0,2.021073578738306,0,2.021,
IWN,Investment Trusts Or Mutual Funds,Miscellaneous,612004.000000,59.510284,1.609254,1.7142,0,1.553514858437512,0,1.554,
PEN,Medical Specialties,Health Technology,386565.000000,72.086595,8.95801,0.0,0,0,0,0,1.0
TDAY,Publishing: Newspapers,Consumer Services,1670996.000000,615.833333,7.00952,0.0,0,0,0,0,4.0
ARDC,Investment Trusts/Mutual Funds,Miscellaneous,123965.000000,13.376888,0.871286,10.928743,1.121337040423752,2.869321898894278,3.6429143333333336,7.634,
RY,Major Banks,Finance,396114.000000,16.944693,2.61353,2.50539,0,0,0,0,
CMI,Auto Parts: OEM,Producer Manufacturing,289543.000000,31.342847,7.18798,1.217215,0,0,0,0,13.0
IHF,Investment Trusts Or Mutual Funds,Miscellaneous,174939.000000,22.19341,2.546857,1.5221,0,0,0,0,
LQDI,Investment Trusts Or Mutual Funds,Miscellaneous,12000.000000,,,0.0,0,0,0,0,
DDM,Investment Trusts Or Mutual Funds,Miscellaneous,67720.000000,,,0.9899,0,0,0,0,
PUMP,Oilfield Services/Equipment,Industrial Services,2956601.000000,2233.333333,2.18967,0.0,0,1.1417245521014583,0,1.142,6.0
KBH,Homebuilding,Consumer Durables,466427.000000,10.491329,0.884874,1.836547,1.1723967478286117,5.198480235604165,0,6.371,3.0
ESE,Electronic Equipment/Instruments,Electronic Technology,255016.000000,62.305425,5.2594,0.100943,0,0,0,0,
MDYV,Investment Trusts Or Mutual Funds,Miscellaneous,30534.000000,19.654324,1.993136,1.8286,0,1.254304773984314,0,1.254,
CCRN,Personnel Services,Commercial Services,129099.000000,-3.48,1.00228,0.0,0,2.4943129664365244,0,2.494,3.0
XAGG,Investment Trusts Or Mutual Funds,Miscellaneous,84145.000000,,,0.0,0,0,0,0,
VICI,Real Estate Investment Trusts,Finance,4042435.000000,10.969866,1.10158,6.22164,1.367382245143195,2.2694674921476423,2.07388,5.711,17.0
INCR,Medical Specialties,Health Technology,61128.000000,,0.319264,0.0,0,16.03688483512078,0,16.037,
PAYC,Packaged Software,Technology Services,328865.000000,15.448593,3.95041,1.20173,2.395040117892937,2.2782445366430317,0,4.673,8.0
ABBV,Pharmaceuticals: Major,Health Technology,7442564.000000,83.73147,-106.8779,3.363852,0,0,1.121284,1.121,23.0
GPK,Containers/Packaging,Process Industries,4027977.000000,6.563133,0.859905,4.526749,2.2854938335090877,2.907297899186538,1.5089163333333333,6.702,2.0
CRESY,Agricultural Commodities/Milling,Process Industries,333235.000000,3.064112,0.850107,5.18861,4.895382414219846,2.9408062749747974,1.7295366666666665,9.566,
OVID,Pharmaceuticals: Major,Health Technology,1005948.000000,-10.28,2.69018,0.0,0,1.9329561590674231,0,1.933,10.0
BBWI,Specialty Stores,Retail Trade,2555422.000000,6.202299,-3.0221,4.153686,5.0529650376416875,0,1.384562,6.438,6.0
RDI,Movies/Entertainment,Consumer Services,11796.000000,-1.81,-1.4075,0.0,0,0,0,0,
CBNK,Major Banks,Finance,48990.000000,8.907203,1.23771,1.514653,1.6840303291616907,2.0198592562070274,0,3.704,
ACCS,Packaged Software,Technology Services,17618.000000,7.143499,1.00813,0.0,5.179534567023807,8.927420074791941,0,14.107,
CNMD,Medical Specialties,Health Technology,284794.000000,24.354561,1.10292,2.174504,1.437102479490392,4.642222464004643,0,6.079,0.0
IMMP,Biotechnology,Health Technology,563690.000000,-1.32,1.08914,0.0,0,4.324512918449419,0,4.325,2.0
MRCY,Aerospace & Defense,Electronic Technology,248029.000000,-148.08,3.11243,0.0,0,1.6321652213865052,0,1.632,7.0
CGBD,Investment Trusts/Mutual Funds,Miscellaneous,281348.000000,11.386285,0.708845,13.864818,1.3173743674956317,3.5268641240327576,4.621606,9.466,3.0
ILCG,Investment Trusts Or Mutual Funds,Miscellaneous,70618.000000,39.30236,10.837207,0.4046,0,0,0,0,
TDC,Packaged Software,Technology Services,1187263.000000,19.155892,10.368,0.0,1.9315205995105837,0,0,1.932,5.0
TW,Investment Banks/Brokers,Finance,2249695.000000,29.730373,3.66782,0.444998,0,0,0,0,7.0
LUNA,Electronic Equipment/Instruments,Electronic Technology,27.000000,,,0.0,0,0,0,0,
TMTS,Financial Conglomerates,Finance,25096.000000,,-10090.9091,0.0,0,0,0,0,
CHD,Household/Personal Care,Consumer Non-Durables,1033482.000000,32.188329,5.73801,1.228368,0,0,0,0,10.0
NI,Gas Distributors,Utilities,2843027.000000,24.828504,2.45542,2.350515,0,1.0181557533945311,0,1.018,13.0
KOD,Biotechnology,Health Technology,259665.000000,-10.51,17.8272,0.0,0,0,0,0,
LSAK,Packaged Software,Technology Services,15950.000000,-7.69,2.16722,0.0,0,4.15278559629387,0,4.153,
BG,Agricultural Commodities/Milling,Process Industries,1600285.000000,25.683449,1.53666,2.215891,0,1.6269051058789843,0,1.627,11.0
COP,Oil & Gas Production,Energy Minerals,5188798.000000,19.573945,2.36192,2.606178,0,1.058460913155399,0,1.058,22.0
JKS,Semiconductors,Electronic Technology,458084.000000,-1.88,0.467723,5.727069,0,29.9108660467841,1.9090230000000001,31.82,3.0
PCTY,Packaged Software,Technology Services,467277.000000,24.059001,5.01641,0.0,1.5378859662543762,1.794111725317508,0,3.332,19.0
MPJPY,Investment Banks/Brokers,Finance,126440.000000,,0.792506,0.0,0,3.1545502494618334,0,3.155,
CPRI,Apparel/Footwear Retail,Retail Trade,1793275.000000,-4.28,22.5132,0.0,0,0,0,0,10.0
PDI,Investment Trusts/Mutual Funds,Miscellaneous,1375341.000000,8.480583,1.03374,15.145965,1.7687463232185807,2.4184030800781624,5.048655,9.236,
MPC,Oil Refining/Marketing,Energy Minerals,1946549.000000,17.603918,3.96292,1.642375,0,0,0,0,10.0
SOMLY,Miscellaneous Commercial Services,Commercial Services,117346.000000,20.710018,1.81205,1.58065,0,1.3796528793355591,0,1.38,
ACHC,Medical/Nursing Services,Health Services,2083352.000000,-2.26,1.28001,0.0,0,1.9531097413301457,0,1.953,7.0
AXS,Multi-Line Insurance,Finance,321778.000000,8.017737,1.28124,1.753861,1.8708520870664627,1.9512347413443227,0,3.822,8.0
TXT,Aerospace & Defense,Electronic Technology,1460914.000000,17.250895,1.95094,0.090765,1.6677395578606211,2.603873004807939,0,4.272,6.0
WTTR,Oil & Gas Production,Energy Minerals,1071371.000000,80.546075,2.15078,1.694915,0,1.1623690010135856,0,1.162,6.0
STE,Medical Specialties,Health Technology,509419.000000,30.403022,3.01314,1.119454,1.151201350970966,1.6992240652608244,0,2.85,7.0
CWS,Investment Trusts Or Mutual Funds,Miscellaneous,4435.000000,24.037619,6.024461,0.7832,0,0,0,0,
WAT,Medical Specialties,Health Technology,805666.000000,27.940575,6.99199,0.0,1.2526585440707645,0,0,1.253,16.0
ITGR,Medical Specialties,Health Technology,436034.000000,29.291251,1.66438,0.0,1.1948960459216986,3.0762205746283904,0,4.271,5.0
HQL,Investment Trusts/Mutual Funds,Miscellaneous,49259.000000,6.061968,1.01014,10.382202,2.4744439429571385,2.4749044686875084,3.460734,8.41,
ROYTL,Investment Trusts/Mutual Funds,Miscellaneous,4950.000000,,,0.0,0,0,0,0,
UHS,Hospital/Nursing Management,Health Services,1094690.000000,7.037674,1.36416,0.492187,2.1313860232798505,1.832629603565564,0,3.964,10.0
TR,Food: Specialty/Candy,Consumer Non-Durables,42774.000000,32.295107,3.43269,0.806354,0,0,0,0,
XZO,Packaged Software,Technology Services,53175.000000,19.288756,5.99518,0.0,1.9182159803359013,1.5012059687949317,0,3.419,
IETC,Investment Trusts Or Mutual Funds,Miscellaneous,46688.000000,40.54098,9.964828,0.5319,0,0,0,0,
STM,Semiconductors,Electronic Technology,13366654.000000,321.562298,2.49128,0.614334,0,5.615587168042131,0,5.616,17.0
AMN,Personnel Services,Commercial Services,478468.000000,-8.39,1.25302,0.0,0,1.9951796459753235,0,1.995,3.0
ADSK,Packaged Software,Technology Services,736948.000000,44.922435,16.3508,0.0,0,0,0,0,32.0
NANR,Investment Trusts Or Mutual Funds,Miscellaneous,35439.000000,23.730623,2.446905,1.8576,0,1.021698839963137,0,1.022,
NSIT,Information Technology Services,Technology Services,952910.000000,15.208453,1.3907,0.0,1.1454156448390906,2.344143237218667,0,3.49,3.0
PRKS,Movies/Entertainment,Consumer Services,348543.000000,11.223257,-4.0284,0.0,2.688167971204794,0,0,2.688,5.0
WTW,Insurance Brokers/Services,Finance,503108.000000,17.942154,3.46751,1.278878,0,0,0,0,16.0
DTEGY,Major Telecommunications,Communications,59916.000000,14.08166,2.07722,3.166842,2.556516774300757,2.407063286507929,1.055614,6.019,17.0
ISTB,Investment Trusts Or Mutual Funds,Miscellaneous,617063.000000,,,2.4159,0,0,0,0,
LKNCY,Food: Specialty/Candy,Consumer Non-Durables,4891027.000000,19.907704,3.98396,0.0,0,0,0,0,11.0
WTI,Oil & Gas Production,Energy Minerals,7879901.000000,-3.94,-2.9718,1.002506,0,0,0,0,
FOXA,Broadcasting,Consumer Services,867640.000000,15.197824,2.45744,0.886778,3.4794454785106077,0,0,3.479,8.0
NUTX,Medical/Nursing Services,Health Services,120074.000000,10.984176,2.47568,0.0,1.365600842521096,1.009823563626963,0,2.375,
VGM,Investment Trusts/Mutual Funds,Miscellaneous,137797.000000,-17.57,1.00797,7.690476,0,2.4802325466035695,2.563492,5.044,
UPBD,Finance/Rental/Leasing,Finance,518660.000000,15.252881,1.58717,8.18468,0,1.5751305783249432,2.7282266666666666,4.303,6.0
ENSG,Medical/Nursing Services,Health Services,184406.000000,32.228802,4.90088,0.164631,0,0,0,0,4.0
RZG,Investment Trusts Or Mutual Funds,Miscellaneous,4570.000000,16.989285,3.157606,0.8529,0,0,0,0,
GME,Electronics/Appliance Stores,Retail Trade,5822374.000000,32.926509,2.06595,0.0,1.2764790825532095,4.627411118371694,0,5.904,
PKX,Steel,Non-Energy Minerals,262076.000000,49.69277,0.594384,1.827749,0,4.206035155724245,0,4.206,19.0
PGNY,Miscellaneous Commercial Services,Commercial Services,502318.000000,28.224816,2.96925,0.0,0,0,0,0,9.0
BEP,Electric Utilities,Utilities,3814635.000000,-123.12,2.5612,4.528737,0,0,1.5095789999999998,1.51,10.0
NVEC,Semiconductors,Electronic Technology,40322.000000,27.02518,6.56328,5.05689,1.737638750232191,2.131556173132946,1.68563,5.555,
VBK,Investment Trusts Or Mutual Funds,Miscellaneous,147914.000000,69.7828,4.50236,0.5295,0,0,0,0,
MYI,Investment Trusts/Mutual Funds,Miscellaneous,318411.000000,28.907294,0.909239,6.155268,0,2.7495520979632415,2.051756,4.801,
PSX,Oil Refining/Marketing,Energy Minerals,2573837.000000,15.310512,2.27684,2.949192,0,1.0980130356107587,0,1.098,11.0
DIS,Movies/Entertainment,Consumer Services,3406558.000000,14.94998,1.6613,1.231891,2.018062900418596,2.2512490218503585,0,4.269,28.0
BE,Electronic Production Equipment,Electronic Technology,16978187.000000,-594.3,82.4753,0.0,0,0,0,0,14.0
AQEC,Investment Trusts Or Mutual Funds,Miscellaneous,47245.000000,20.989717,4.963548,1.721,0,0,0,0,
FFBC,Regional Banks,Finance,390861.000000,10.88469,1.09978,3.2122,1.3780824258660558,2.273181909109095,1.0707333333333333,4.722,3.0
DB,Investment Banks/Brokers,Finance,5197778.000000,8.966408,0.773403,2.270269,1.6729107129633183,3.2324674199608743,0,4.905,6.0
CRUS,Semiconductors,Electronic Technology,460732.000000,21.402044,3.94069,0.0,2.1941829481333652,3.550139696347594,0,5.744,5.0
AES,Electric Utilities,Utilities,11379955.000000,11.01057,2.5382,4.860497,1.362327290957689,0,1.6201656666666666,2.982,1.0
CXW,Miscellaneous Commercial Services,Commercial Services,141327.000000,19.028677,1.46454,0.0,0,1.7070206344654295,0,1.707,
GLPEY,Integrated Oil,Energy Minerals,18387.000000,13.471636,3.25052,1.457447,1.1134505118754694,0,0,1.113,
ADP,Packaged Software,Technology Services,2863394.000000,19.135506,12.5552,3.253502,1.933578343838935,0,1.0845006666666668,3.018,7.0
LMND,Property/Casualty Insurance,Finance,4095471.000000,-29.3,9.35611,0.0,0,0,0,0,4.0
AGIO,Pharmaceuticals: Major,Health Technology,2161495.000000,-3.48,1.21491,0.0,0,4.280152439275338,0,4.28,7.0
ESGOF,Investment Managers,Finance,700.000000,,,0.0,0,0,0,0,
TYL,Data Processing Services,Technology Services,382254.000000,47.26248,3.96484,0.0,0,0,0,0,21.0
