symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,pe_comp,pb_comp,div_comp,value_metric,buy_to_sell_ratio
RAMP,Packaged Software,Technology Services,505450.000000,27.990928,1.94307,0.0,1.3218568530489594,4.631845481634732,0,5.954,6.0
RFDI,Investment Trusts Or Mutual Funds,Miscellaneous,1175.000000,14.50055,1.849254,3.523,1.03444352110782,1.351896494478314,1.1743333333333335,3.561,
ADDYY,Apparel/Footwear,Consumer Non-Durables,58996.000000,19.094859,4.25938,0.977555,0,0,0,0,23.0
APAM,Investment Managers,Finance,678544.000000,9.408542,6.12337,8.654603,1.5942959068472031,0,2.8848676666666666,4.479,
GRNJ,Investment Trusts Or Mutual Funds,Miscellaneous,127087.000000,42.891678,4.59201,0.4524,0,0,0,0,
MRBK,Regional Banks,Finance,148271.000000,9.287372,1.12401,2.680895,1.6150962834265712,2.224179500182383,0,3.839,
AKBA,Pharmaceuticals: Major,Health Technology,1533999.000000,-78.89,11.5579,0.0,0,0,0,0,
NWPX,Construction Materials,Non-Energy Minerals,101353.000000,23.62218,2.04446,0.0,0,1.222816782915782,0,1.223,
RRC,Oil & Gas Production,Energy Minerals,2006943.000000,11.151022,2.16147,0.876362,1.3451681827907793,1.1566202630617126,0,2.502,7.0
SCM,Investment Trusts/Mutual Funds,Miscellaneous,110783.000000,10.026219,0.745559,16.104603,1.4960774345742898,3.353188681244543,5.368201,10.217,
CEFS,Investment Trusts Or Mutual Funds,Miscellaneous,61226.000000,,,0.0,0,0,0,0,
A,Medical Specialties,Health Technology,2078960.000000,25.49279,4.73151,0.870092,1.3729372108741336,1.0821069806467702,0,2.455,18.0
ETR,Electric Utilities,Utilities,2489776.000000,29.042499,3.03215,2.186178,0,0,0,0,17.0
RIOT,Information Technology Services,Technology Services,20773213.000000,-9.53,2.37629,0.0,0,1.384511149733408,0,1.385,18.0
CSTM,Aluminum,Non-Energy Minerals,2623839.000000,16.216919,4.43686,0.0,0,0,0,0,
SCHC,Investment Trusts Or Mutual Funds,Miscellaneous,230292.000000,20.597904,1.656802,2.4091,0,1.5089310611648223,0,1.509,
AMUB,Investment Trusts Or Mutual Funds,Miscellaneous,1060.000000,,,6.1855,0,0,2.0618333333333334,2.062,
SCHM,Investment Trusts Or Mutual Funds,Miscellaneous,968500.000000,28.983747,2.955013,1.2467,0,0,0,0,
CMG,Restaurants,Consumer Services,20963028.000000,29.408165,15.5015,0.0,1.0299860599938826,1.4024449246847077,0,2.432,28.0
ES,Electric Utilities,Utilities,1387665.000000,15.058617,1.59278,4.431024,0,1.5695827421238338,1.4770079999999999,3.047,7.0
ST,Electronic Equipment/Instruments,Electronic Technology,2122534.000000,197.799625,2.21155,1.136095,0,2.306074924826479,0,2.306,7.0
CLPS,Information Technology Services,Technology Services,1757.000000,-3.7,0.448799,0.0,0,7.330675870489907,0,7.331,
CGC,Agricultural Commodities/Milling,Process Industries,10327125.000000,-0.93,0.799015,0.0,0,3.128852399516905,0,3.129,2.0
DNP,Investment Trusts/Mutual Funds,Miscellaneous,567740.000000,9.36,1.1582,7.669616,1.6025641025641026,2.158521844241064,2.556538666666667,6.318,
PPIH,Industrial Machinery,Producer Manufacturing,63052.000000,15.554599,2.91409,0.0,0,0,0,0,
NWSA,Publishing: Newspapers,Consumer Services,4181682.000000,34.32991,1.67505,0.757289,0,3.283484075102236,0,3.283,11.0
UBSI,Regional Banks,Finance,780146.000000,12.34107,1.10909,3.411417,1.2154537653542197,2.2541002082788593,1.1371390000000001,4.607,
MT,Steel,Non-Energy Minerals,675610.000000,14.245379,0.824905,0.79197,1.0529730377829891,3.030652014474394,0,4.084,11.0
YUM,Restaurants,Consumer Services,3012601.000000,27.968637,-5.8679,1.856029,1.0829987889649395,0,0,1.083,14.0
CRM,Packaged Software,Technology Services,8664378.000000,23.099408,2.83026,0.923521,1.6017726514895967,3.179919866019376,0,4.782,42.0
BYSI,Pharmaceuticals: Major,Health Technology,4213.000000,-7.89,-1.9947,0.0,0,0,0,0,
WOLF,Semiconductors,Electronic Technology,5124875.000000,-1.85,1.2941,0.0,0,10.795147206552818,0,10.795,
LXU,Chemicals: Agricultural,Process Industries,1236614.000000,42.810938,2.00667,0.0,0,1.2458451065695904,0,1.246,
EMA,Electric Utilities,Utilities,116319.000000,21.764269,1.82263,4.00257,0,1.371644272287848,1.3341900000000002,2.706,6.0
EMXC,Investment Trusts Or Mutual Funds,Miscellaneous,2666529.000000,19.661198,2.89732,1.8236,0,0,0,0,
XHS,Investment Trusts Or Mutual Funds,Miscellaneous,2137.000000,30.551569,2.725751,0.4927,0,0,0,0,
ENS,Electrical Products,Producer Manufacturing,257285.000000,26.062414,4.08841,0.488031,0,0,0,0,4.0
F,Motor Vehicles,Consumer Durables,44195054.000000,-6.52,1.46224,4.803843,0,3.1458584090163035,1.601281,4.747,6.0
RVP,Medical Specialties,Health Technology,7744.000000,-1.5,0.259623,0.0,0,19.7209030016601,0,19.721,
DGICB,Multi-Line Insurance,Finance,435.000000,9.031904,1.12518,3.340081,1.6607793882663056,2.2218667235464546,1.1133603333333333,4.996,
LULU,Apparel/Footwear,Consumer Non-Durables,2560165.000000,11.079025,3.44991,0.0,1.353909752888905,0,0,1.354,4.0
LZAGY,Biotechnology,Health Technology,70190.000000,-113.99,4.35638,0.479219,0,1.0972412874909903,0,1.097,23.0
SRTS,Medical Specialties,Health Technology,14771.000000,-8.38,1.3555,0.0,0,3.777203983769827,0,3.777,
UPWK,Personnel Services,Commercial Services,3625594.000000,12.74991,2.20573,0.0,1.1764788927921845,1.133411614295494,0,2.31,7.0
VHT,Investment Trusts Or Mutual Funds,Miscellaneous,162905.000000,28.733063,4.728089,1.5137,0,0,0,0,
PWCDF,Multi-Line Insurance,Finance,39880.000000,18.839873,2.04285,3.350533,0,1.2237805027290305,1.1168443333333333,2.341,4.0
SXT,Food: Specialty/Candy,Consumer Non-Durables,543213.000000,36.807135,4.4142,1.315789,0,0,0,0,
MKTX,Investment Banks/Brokers,Finance,376368.000000,24.112332,5.00054,1.910947,0,0,0,0,6.0
ALMR,Biotechnology,Health Technology,201359.000000,,,0.0,0,0,0,0,
PHR,Packaged Software,Technology Services,961564.000000,256.533333,1.73068,0.0,0,5.200268102711073,0,5.2,15.0
BABA,Internet Retail,Retail Trade,6051637.000000,23.832818,2.12658,0.777241,1.767310940737264,4.504885779044287,0,6.272,46.0
NVST,Medical Specialties,Health Technology,3758991.000000,96.364291,1.41162,0.0,0,3.6270384381065726,0,3.627,7.0
SO,Electric Utilities,Utilities,3809684.000000,23.955752,2.86132,3.15666,0,0,1.05222,1.052,7.0
XZO,Packaged Software,Technology Services,114587.000000,18.805386,5.84494,0.0,1.9675214324236685,1.5397933939441637,0,3.507,
ACA,Construction Materials,Non-Energy Minerals,238340.000000,28.372871,2.23425,0.166058,0,1.1189437171310284,0,1.119,
PBH,Pharmaceuticals: Major,Health Technology,452130.000000,15.416347,1.50794,0.0,5.189296789959386,3.448413066832898,0,8.638,7.0
IRDM,Specialty Telecommunications,Communications,1658728.000000,37.72443,8.44208,1.524064,0,0,0,0,6.0
SMG,Chemicals: Agricultural,Process Industries,1118864.000000,45.831361,-7.8531,3.894954,0,0,1.2983179999999999,1.298,5.0
NCLH,Hotels/Resorts/Cruise lines,Consumer Services,16519213.000000,19.877609,3.74731,0.0,1.5831884005767494,1.2595701983556202,0,2.843,14.0
HRTG,Property/Casualty Insurance,Finance,289425.000000,4.731237,1.81128,0.0,3.1704182225494093,1.3802393887195796,0,4.551,
MTCH,Internet Software/Services,Technology Services,2660785.000000,15.540029,-33.8653,2.058505,2.3809479377419436,0,0,2.381,8.0
CZR,Casinos/Gaming,Consumer Services,3368922.000000,-11.53,1.62092,0.0,0,6.786269525948227,0,6.786,15.0
RCKT,Biotechnology,Health Technology,3712664.000000,-1.74,1.36366,0.0,0,3.5052725752753617,0,3.505,6.0
MGRC,Finance/Rental/Leasing,Finance,195059.000000,18.61319,2.34993,1.642537,0,1.0638614767248387,0,1.064,
TKO,Movies/Entertainment,Consumer Services,809801.000000,82.4368,3.87444,1.450054,0,0,0,0,17.0
SUSB,Investment Trusts Or Mutual Funds,Miscellaneous,37218.000000,,,0.0,0,0,0,0,
EIG,Property/Casualty Insurance,Finance,135366.000000,92.615988,0.905041,3.010348,0,2.762305796091006,1.0034493333333334,3.766,
FDBC,Regional Banks,Finance,4674.000000,8.95461,1.08557,3.628415,1.675114829121536,2.302937627237304,1.2094716666666667,5.188,
FCEL,Electronic Equipment/Instruments,Electronic Technology,3509162.000000,-1.55,0.808597,0.0,0,6.307221026048822,0,6.307,0.0
QAT,Investment Trusts Or Mutual Funds,Miscellaneous,3314.000000,12.005384,1.201512,4.5547,1.2494394181810429,2.080711636671128,1.5182333333333335,4.848,
ARAY,Medical Specialties,Health Technology,576102.000000,-1.49,0.988637,0.0,0,5.178847241201776,0,5.179,
DMAC,Biotechnology,Health Technology,102683.000000,-9.05,6.05323,0.0,0,0,0,0,
TWI,Auto Parts: OEM,Producer Manufacturing,558375.000000,-8.3,1.02446,0.0,0,2.440310016984558,0,2.44,
FND,Home Improvement Chains,Retail Trade,1899596.000000,25.883392,2.22856,0.0,1.2158375532851335,2.1179595792798938,0,3.334,7.0
ILCG,Investment Trusts Or Mutual Funds,Miscellaneous,64887.000000,39.148624,10.795475,0.4061,0,0,0,0,
CART,Air Freight/Couriers,Transportation,1872723.000000,26.954835,4.15613,0.0,1.191622950019913,1.3642499151855212,0,2.556,21.0
OMRNY,Industrial Machinery,Producer Manufacturing,12567.000000,41.729437,1.26329,1.970114,0,1.9789597004646597,0,1.979,3.0
JBGS,Real Estate Investment Trusts,Finance,487309.000000,-7.28,0.790375,4.554327,0,3.1630555116242287,1.518109,4.681,
HG,Multi-Line Insurance,Finance,368760.000000,5.581124,1.14045,0.0,2.6876306636440974,2.1921171467403218,0,4.88,4.0
DTM,Oil & Gas Pipelines,Industrial Services,1120145.000000,31.377836,2.89822,2.474074,0,0,0,0,6.0
MTAL,Financial Conglomerates,Finance,757.000000,,62812.5,0.0,0,0,0,0,
MGM,Casinos/Gaming,Consumer Services,4412768.000000,53.264153,4.31085,0.0,0,2.5517009406497557,0,2.552,13.0
PXE,Investment Trusts Or Mutual Funds,Miscellaneous,35516.000000,15.399755,1.654287,2.3094,0,1.5112250776316323,0,1.511,
VIOT,Electronics/Appliances,Consumer Durables,365607.000000,3.567606,0.308159,0.0,3.447690131701763,14.92735892834543,0,18.375,
URGN,Biotechnology,Health Technology,482334.000000,-7.41,-10.8964,0.0,0,0,0,0,7.0
NPFE,Investment Trusts Or Mutual Funds,Miscellaneous,37610.000000,28.621868,5.768076,0.8476,0,0,0,0,
NVG,Investment Trusts/Mutual Funds,Miscellaneous,526453.000000,47.285661,0.976039,7.505938,0,2.561373059887976,2.5019793333333333,5.063,
GEO,Miscellaneous Commercial Services,Commercial Services,944673.000000,10.255424,1.68923,0.0,1.462640647524666,1.4799642440638634,0,2.943,
PSCF,Investment Trusts Or Mutual Funds,Miscellaneous,1280.000000,17.139994,1.364679,3.3034,0,1.831932637638595,1.1011333333333333,2.933,
GNW,Multi-Line Insurance,Finance,1936953.000000,16.524322,0.398554,0.0,0,6.272675722737697,0,6.273,
SSEZY,Electric Utilities,Utilities,56500.000000,31.443299,2.91211,2.257809,0,0,0,0,11.0
RIO,Other Metals/Minerals,Non-Energy Minerals,3154621.000000,16.24939,2.61098,3.996998,0,0,1.3323326666666666,1.332,5.0
AMP,Investment Managers,Finance,536352.000000,11.88671,6.93097,1.339304,1.261913515177875,0,0,1.262,7.0
VEGA,Investment Trusts Or Mutual Funds,Miscellaneous,3328.000000,,,0.788,0,0,0,0,
VWO,Investment Trusts Or Mutual Funds,Miscellaneous,8256766.000000,17.36224,2.075933,2.1425,0,1.2042777873852384,0,1.204,
RCMT,Personnel Services,Commercial Services,34477.000000,14.813949,5.06734,0.0,1.012559176489672,0,0,1.013,
MMI,Real Estate Development,Finance,118122.000000,-578.98,1.80742,1.762425,0,1.383187084352281,0,1.383,
NET,Information Technology Services,Technology Services,3287924.000000,-721.09,51.2134,0.0,0,0,0,0,25.0
CNMD,Medical Specialties,Health Technology,397042.000000,25.069509,1.1353,2.11249,1.3961182885552326,4.509821192636307,0,5.906,0.0
SSB,Major Banks,Finance,723236.000000,10.543558,1.06105,2.39166,1.4226696528818827,2.356156637293247,0,3.779,12.0
SGOV,Investment Trusts Or Mutual Funds,Miscellaneous,12968546.000000,,,0.0,0,0,0,0,
ICFI,Miscellaneous Commercial Services,Commercial Services,691525.000000,13.387514,1.17491,0.845666,1.1204470075624198,2.1278225566213584,0,3.248,
SMOG,Investment Trusts Or Mutual Funds,Miscellaneous,1157.000000,65.80148,3.26224,1.3653,0,0,0,0,
TELA,Medical Specialties,Health Technology,90860.000000,-0.96,5.64202,0.0,0,0,0,0,
CLB,Oil & Gas Production,Energy Minerals,305617.000000,27.057903,2.99636,0.231348,0,0,0,0,
IYM,Investment Trusts Or Mutual Funds,Miscellaneous,69450.000000,34.47208,3.602824,1.4584,0,0,0,0,
AVAV,Aerospace & Defense,Electronic Technology,871716.000000,-45.11,2.28787,0.0,0,2.2204058797047037,0,2.22,16.0
MEAR,Investment Trusts Or Mutual Funds,Miscellaneous,100723.000000,,,0.8486,0,0,0,0,
KNX,Trucking,Transportation,2016675.000000,309.521531,1.48278,1.143917,0,3.8238983530935133,0,3.824,15.0
RYN,Real Estate Investment Trusts,Finance,1573989.000000,48.535755,1.56185,5.034642,0,1.600665877004834,1.6782139999999999,3.279,2.0
HALO,Biotechnology,Health Technology,1304123.000000,25.216031,155.608,0.0,2.256897606130005,0,0,2.257,6.0
TYL,Data Processing Services,Technology Services,536600.000000,46.86268,3.9313,0.0,0,0,0,0,21.0
MTRN,Electronic Equipment/Instruments,Electronic Technology,208376.000000,50.740637,3.99081,0.308455,0,1.2779360580934696,0,1.278,
MDRX,Packaged Software,Technology Services,332958.000000,,,0.0,0,0,0,0,
LMAT,Medical Specialties,Health Technology,131128.000000,45.48054,6.62723,0.742228,0,0,0,0,6.0
EBKDY,Major Banks,Finance,2207.000000,12.653123,1.70599,1.995774,1.18547808315781,1.4654247680232593,0,2.651,11.0
WTTR,Oil & Gas Production,Energy Minerals,1359457.000000,80.546075,2.15078,1.694915,0,1.1623690010135856,0,1.162,6.0
ONEXF,Investment Managers,Finance,410.000000,9.260792,0.6472,0.345661,1.6197318760641637,3.862793572311496,0,5.483,
KG,Property/Casualty Insurance,Finance,13612.000000,1.260963,0.620398,0.0,11.895670213955524,4.029671275536026,0,15.925,
CACI,Information Technology Services,Technology Services,290588.000000,20.701688,2.59046,0.0,0,1.2700447024852728,0,1.27,14.0
SIGA,Pharmaceuticals: Major,Health Technology,275848.000000,14.078419,1.64241,0.0,5.682456247395393,3.1660791154462045,0,8.849,
SPXC,Building Products,Producer Manufacturing,557351.000000,43.95637,4.95772,0.0,0,0,0,0,13.0
MTNOY,Wireless Telecommunications,Communications,7799.000000,20.097976,2.62108,1.004276,1.7912251462535334,1.907610603262777,0,3.699,5.0
BALL,Containers/Packaging,Process Industries,3344084.000000,18.418989,2.98956,1.309972,0,0,0,0,13.0
RMBS,Semiconductors,Electronic Technology,9217484.000000,66.981087,11.1627,0.0,0,1.2514893350175138,0,1.251,9.0
TSEM,Semiconductors,Electronic Technology,2785378.000000,104.766076,7.83806,0.0,0,1.782328790542558,0,1.782,4.0
CTTAY,Automotive Aftermarket,Consumer Durables,57903.000000,-69.35,3.29211,2.603143,0,1.3972801637855357,0,1.397,11.0
D,Electric Utilities,Utilities,4315771.000000,18.09601,1.95563,4.272,0,1.2783604260519628,1.4240000000000002,2.702,3.0
SNN,Medical Specialties,Health Technology,1217864.000000,22.206076,2.57671,2.343409,1.5761451955762018,1.9870299723290554,0,3.563,6.0
CPRI,Apparel/Footwear Retail,Retail Trade,4149311.000000,-4.39,23.1033,0.0,0,0,0,0,10.0
HAYW,Recreational Products,Consumer Durables,4717295.000000,23.152493,2.15445,0.0,0,2.135115690779549,0,2.135,4.0
DOCU,Packaged Software,Technology Services,2322536.000000,30.893099,4.70844,0.0,1.19767848476451,1.9114611208808012,0,3.109,6.0
HTO,Water Utilities,Utilities,411163.000000,20.381904,1.39619,2.854265,0,1.7905872409915555,0,1.791,5.0
APH,Electronic Components,Electronic Technology,9680321.000000,44.467048,13.5928,0.558396,0,0,0,0,17.0
ICE,Investment Banks/Brokers,Finance,2584456.000000,27.223687,3.07766,1.248805,0,0,0,0,18.0
GRFS,Pharmaceuticals: Major,Health Technology,1568606.000000,12.19622,0.893799,1.751402,6.5594093907784545,5.817862852833803,0,12.377,
AERO,Airlines,Transportation,427016.000000,6.329923,-3.7175,0.0,5.074311330485378,0,0,5.074,9.0
IMMP,Biotechnology,Health Technology,2191844.000000,-1.42,1.17204,0.0,0,4.078359100372001,0,4.078,2.0
CR,Aerospace & Defense,Electronic Technology,1269035.000000,29.253517,5.11514,0.516365,0,0,0,0,9.0
JFIN,Finance/Rental/Leasing,Finance,26760.000000,1.129363,0.40789,17.099567,13.281823470398802,6.129103434749565,5.699855666666667,25.111,
ELV,Managed Health Care,Health Services,1666173.000000,15.15176,1.76328,1.923455,0,1.417812258971916,0,1.418,14.0
RH,Specialty Stores,Retail Trade,634343.000000,21.577428,42.2496,0.0,1.4584685440730005,0,0,1.458,7.0
BCS,Investment Banks/Brokers,Finance,5186154.000000,10.009971,0.913427,1.93579,1.4985058398271083,2.7369455906164366,0,4.235,14.0
KRSP,Financial Conglomerates,Finance,600.000000,173.489933,1.41953,0.0,0,1.7611462949004248,0,1.761,
MLAB,Medical Specialties,Health Technology,85188.000000,152.230483,2.90843,0.651201,0,1.7603999408615645,0,1.76,
SBSI,Regional Banks,Finance,43338.000000,14.449251,1.15965,4.3544,1.0381160933532125,2.1558228775923767,1.4514666666666667,4.645,
GT,Automotive Aftermarket,Consumer Durables,7540354.000000,-1.19,0.63217,0.0,0,7.276523719885473,0,7.277,4.0
HPP,Real Estate Investment Trusts,Finance,2020650.000000,-0.7,0.192881,0.0,0,12.961359594776054,0,12.961,4.0
WING,Restaurants,Consumer Services,2326881.000000,28.631955,-6.6437,0.658302,1.0579088993399157,0,0,1.058,28.0
TRAK,Packaged Software,Technology Services,258461.000000,24.143512,3.27835,0.873184,1.5325028106929928,2.7452834505162658,0,4.278,
FFA,Investment Trusts/Mutual Funds,Miscellaneous,28140.000000,5.470432,0.931708,6.674208,2.7420137934261866,2.6832441065226447,2.224736,7.65,
REG,Real Estate Investment Trusts,Finance,1729111.000000,28.356092,2.18254,3.652283,0,1.1454543788429994,1.2174276666666668,2.363,12.0
TMHC,Homebuilding,Consumer Durables,1045965.000000,9.387767,0.953402,0.0,1.310215730748324,4.8248273026488295,0,6.135,7.0
REFR,Home Furnishings,Consumer Durables,25243.000000,-15.62,34.2342,0.0,0,0,0,0,
STOT,Investment Trusts Or Mutual Funds,Miscellaneous,119725.000000,,,0.0,0,0,0,0,
KRYS,Biotechnology,Health Technology,135546.000000,39.882145,6.52868,0.0,1.4269543426011815,0,0,1.427,11.0
S,Packaged Software,Technology Services,4361331.000000,-10.74,3.43853,0.0,0,2.6173975506975364,0,2.617,24.0
DLX,Commercial Printing/Forms,Commercial Services,250318.000000,16.92376,2.0172,3.934426,0,1.2393416617093,1.3114753333333333,2.551,
QLTA,Investment Trusts Or Mutual Funds,Miscellaneous,465401.000000,,,2.542,0,0,0,0,
NKTR,Pharmaceuticals: Major,Health Technology,1196258.000000,-8.48,19.6763,0.0,0,0,0,0,9.0
SLDE,Packaged Software,Technology Services,1530478.000000,5.62656,2.10667,0.0,6.5759540465222095,4.272145139010856,0,10.848,6.0
SPOT,Internet Software/Services,Technology Services,9413413.000000,40.797821,10.433,0.0,0,0,0,0,37.0
BBCQ,Financial Conglomerates,Finance,32389.000000,,-10505.102,0.0,0,0,0,0,
DLB,Packaged Software,Technology Services,618270.000000,25.670606,2.34405,2.168448,1.4413372243724982,3.8395085429065077,0,5.281,5.0
AEP,Electric Utilities,Utilities,2251230.000000,20.278041,2.34614,2.783742,0,1.0655800591610047,0,1.066,14.0
FCN,Miscellaneous Commercial Services,Commercial Services,308214.000000,22.45718,3.29338,0.0,0,0,0,0,
RFIL,Electronic Components,Electronic Technology,121818.000000,578.77551,4.31366,0.0,0,1.1822906765948173,0,1.182,
SD,Oil & Gas Production,Energy Minerals,177627.000000,8.033226,1.10142,3.075916,1.8672448652633449,2.269797170924806,1.0253053333333333,5.162,
HLI,Investment Banks/Brokers,Finance,338440.000000,24.529258,4.85204,1.502724,0,0,0,0,4.0
MAN,Personnel Services,Commercial Services,762340.000000,-84.68,0.673464,4.806409,0,3.712150909328487,1.6021363333333334,5.314,4.0
SXC,Steel,Non-Energy Minerals,1275015.000000,-12.73,0.932696,7.294833,0,2.680401760059012,2.4316109999999997,5.112,
GAMI,Investment Managers,Finance,2.000000,7.381035,3.00134,1.540107,2.032235316591779,0,0,2.032,
PPHC,Miscellaneous Commercial Services,Commercial Services,30297.000000,-42.85,5.42626,0.669039,0,0,0,0,
HUBB,Electrical Products,Producer Manufacturing,459629.000000,33.548598,7.68574,0.986783,0,0,0,0,8.0
LGIH,Homebuilding,Consumer Durables,1104462.000000,14.526107,0.500118,0.0,0,9.197829312282302,0,9.198,
PNR,Industrial Machinery,Producer Manufacturing,6215783.000000,23.357128,3.89188,1.105451,0,0,0,0,15.0
SBAC,Real Estate Investment Trusts,Finance,1131749.000000,21.942806,-4.6808,2.130233,0,0,0,0,12.0
HLNE,Investment Managers,Finance,1527263.000000,16.049516,4.4813,2.414487,0,0,0,0,7.0
AMADY,Packaged Software,Technology Services,100051.000000,17.042381,4.41987,2.054395,2.1710581402915476,2.036258984992771,0,4.207,
KHYB,Investment Trusts Or Mutual Funds,Miscellaneous,845.000000,,,0.0,0,0,0,0,
NXST,Broadcasting,Consumer Services,183477.000000,68.355529,3.00926,3.632812,0,0,1.2109373333333333,1.211,7.0
FBRT,Real Estate Investment Trusts,Finance,512585.000000,14.270067,0.62883,13.870614,1.051151336570459,3.9756372946583336,4.623538,9.65,
ORA,Electric Utilities,Utilities,636299.000000,56.495468,2.71284,0.420794,0,0,0,0,8.0
GSK,Pharmaceuticals: Major,Health Technology,6748100.000000,14.578796,4.9383,3.219214,5.487421595034323,1.0529939452848147,1.0730713333333333,7.613,3.0
CCL,Hotels/Resorts/Cruise lines,Consumer Services,15644738.000000,11.90201,2.84525,0.560329,2.64409120812367,1.6589051928653018,0,4.303,22.0
CMLSQ,Broadcasting,Consumer Services,15016.000000,,-0.0021,0.0,0,0,0,0,
BDCZ,Investment Trusts Or Mutual Funds,Miscellaneous,2146.000000,,,5.7494,0,0,1.9164666666666665,1.916,
MCHX,Advertising/Marketing Services,Commercial Services,13941.000000,-14.55,2.53301,0.0,0,0,0,0,
ENSG,Medical/Nursing Services,Health Services,327840.000000,32.509499,4.94356,0.163209,0,0,0,0,4.0
GM,Motor Vehicles,Consumer Durables,14959314.000000,23.854109,1.15309,0.808107,0,3.9892809754659218,0,3.989,20.0
NUSC,Investment Trusts Or Mutual Funds,Miscellaneous,78258.000000,34.20084,2.493652,1.2941,0,1.0025456639499015,0,1.003,
SMCI,Computer Processing Hardware,Electronic Technology,23183611.000000,20.681717,2.38559,0.0,1.257149007502617,4.305014692382177,0,5.562,6.0
EQH,Life/Health Insurance,Finance,2307717.000000,-8.61,-10.3096,2.599278,0,0,0,0,16.0
IQDG,Investment Trusts Or Mutual Funds,Miscellaneous,24267.000000,17.443209,2.713348,2.5628,0,0,0,0,
GILD,Biotechnology,Health Technology,5812270.000000,18.839682,6.98312,2.497065,3.0207516241516177,0,0,3.021,24.0
CRSP,Biotechnology,Health Technology,1569717.000000,-7.83,2.54429,0.0,0,1.878716655727138,0,1.879,17.0
CIBR,Investment Trusts Or Mutual Funds,Miscellaneous,1378634.000000,45.934444,7.489758,0.6875,0,0,0,0,
SABR,Packaged Software,Technology Services,3488612.000000,1.373852,-0.6915,0.0,26.93157632699883,0,0,26.932,1.0
CHRW,Air Freight/Couriers,Transportation,2606422.000000,38.993978,12.09,1.326858,0,0,0,0,16.0
NNY,Investment Trusts/Mutual Funds,Miscellaneous,36523.000000,31.05,0.997953,4.15493,0,2.5051279970098794,1.3849766666666667,3.89,
HGV,Real Estate Development,Finance,547380.000000,52.42883,2.9932,0.0,0,0,0,0,4.0
PAGP,Oil & Gas Pipelines,Industrial Services,2496629.000000,20.96066,3.44162,6.658829,0,0,2.2196096666666665,2.22,6.0
PCAR,Trucks/Construction/Farm Machinery,Producer Manufacturing,6214688.000000,28.204617,3.46921,1.037736,0,0,0,0,7.0
BKR,Contract Drilling,Industrial Services,8310296.000000,21.802761,3.51131,1.345423,0,0,0,0,19.0
ARTC,Financial Conglomerates,Finance,76689.000000,,-3716.9811,0.0,0,0,0,0,
MGEE,Electric Utilities,Utilities,194047.000000,21.814952,2.27166,2.313101,0,1.1005168026905436,0,1.101,
AMCX,Cable/Satellite TV,Consumer Services,322175.000000,5.075867,0.366599,0.0,6.199926042191413,12.87510331452077,0,19.075,0.0
TBPH,Pharmaceuticals: Major,Health Technology,318004.000000,8.176468,2.89317,0.0,9.784175759019664,1.7973364855850158,0,11.582,3.0
RCS,Investment Trusts/Mutual Funds,Miscellaneous,158142.000000,7.163782,1.14186,6.69145,2.093866061250887,2.1894102604522443,2.2304833333333334,6.514,
GDX,Investment Trusts Or Mutual Funds,Miscellaneous,25064083.000000,20.202505,3.717929,0.8601,0,0,0,0,
CLMB,Electronics Distributors,Distribution Services,188652.000000,18.087031,3.32056,0.809909,0,0,0,0,
BELFB,Electronic Components,Electronic Technology,115210.000000,54.141048,7.28761,0.111572,0,0,0,0,6.0
EOLS,Pharmaceuticals: Major,Health Technology,569200.000000,-6.5,-14.6864,0.0,0,0,0,0,6.0
SNDL,Agricultural Commodities/Milling,Process Industries,1865855.000000,-34.71,0.495015,0.0,0,5.0503520095350645,0,5.05,
IVT,Real Estate Investment Trusts,Finance,533334.000000,23.138578,1.425,2.926466,0,1.7543859649122806,0,1.754,5.0
PRK,Major Banks,Finance,104979.000000,15.826916,1.83797,2.496525,0,1.3601963035305253,0,1.36,
MZYX,Financial Conglomerates,Finance,810.000000,,,0.0,0,0,0,0,
PUK,Multi-Line Insurance,Finance,460048.000000,9.893559,1.92416,1.641596,1.5161379236733719,1.2992682521204058,0,2.815,18.0
NXP,Investment Trusts/Mutual Funds,Miscellaneous,846513.000000,91.452442,0.995556,4.45889,0,2.5111595932323243,1.4862966666666668,3.997,
STZ,Beverages: Alcoholic,Consumer Non-Durables,1507840.000000,16.142228,3.31505,2.6309,0,0,0,0,14.0
PDEC,Investment Trusts Or Mutual Funds,Miscellaneous,20326.000000,,,0.0,0,0,0,0,
HDV,Investment Trusts Or Mutual Funds,Miscellaneous,417055.000000,20.097443,4.192108,3.2469,0,0,1.0823,1.082,
AVGO,Semiconductors,Electronic Technology,25272583.000000,81.577715,24.7971,0.593018,0,0,0,0,51.0
FLR,Engineering & Construction,Industrial Services,1922179.000000,-41.19,2.42227,0.0,0,1.0320897340098336,0,1.032,4.0
EP,Oil & Gas Production,Energy Minerals,23063.000000,-1.36,-21.3588,0.0,0,0,0,0,
ARTY,Investment Trusts Or Mutual Funds,Miscellaneous,1024755.000000,42.49584,6.342662,0.604,0,0,0,0,
MIELY,Electrical Products,Producer Manufacturing,333800.000000,31.310225,2.92728,0.813219,0,0,0,0,13.0
MDXG,Medical Specialties,Health Technology,1452811.000000,10.295931,1.92804,0.0,3.39940118091312,2.655546565423954,0,6.055,6.0
MTN,Hotels/Resorts/Cruise lines,Consumer Services,1046068.000000,19.669964,14.2273,7.368683,1.5999012504547543,0,2.4562276666666665,4.056,6.0
