symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,current_price,low_52w,high_52w,position_52w,pe_comp,pb_comp,value_score,income_score,quality_score,momentum_score,yield_trap_flag,value_metric,buy_to_sell_ratio
A,Medical Specialties,Health Technology,1256426.0,25.250254,4.6865,0.00878449,114.54,104.355,160.27,0.182151479924886,1.3861246702706436,1.0924997332764323,1.269,0.0,1.0,0.1,False,0.836,18.0
AA,Aluminum,Non-Energy Minerals,3034044.0,15.753201,2.55617,0.00638672,62.61,24.15,75.6999,0.7460732222564932,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,4.5
AACI,Financial Conglomerates,Finance,101.0,,-12109.7561,0.0,9.93,9.74,9.9782,0.797649034424854,0.0,0.0,0.0,0.0,-0.3,0.5,False,0.0,0.0
AAEQ,Investment Trusts Or Mutual Funds,Miscellaneous,202.0,28.984962,5.727003,0.009819,51.5566,45.01,51.74,0.9727488855869244,0.0,0.0,0.0,0.0,0.4,0.2,False,0.13,0.0
AAL,Airlines,Transportation,49175055.0,38.654913,-1.9207,0.0,11.85,10.09,16.5,0.2745709828393135,0.0,0.0,0.0,0.0,0.8,0.1,False,0.215,15.0
AAON,Industrial Machinery,Producer Manufacturing,489410.0,72.2926,8.54256,0.00427396,93.56,62.0,116.04,0.5840118430792006,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,6.0
AAOX,Investment Trusts Or Mutual Funds,Miscellaneous,2915454.0,,,0.0,70.9,15.4546,76.9674,0.9013636186289684,0.0,0.0,0.0,0.0,0.3,0.5,False,0.15,0.0
AAP,Specialty Stores,Retail Trade,896443.0,81.15962,1.60864,0.016969289999999998,58.92,30.84,70.0,0.7170582226762003,0.0,4.600159140640541,1.84,0.0,0.7,0.3,False,1.048,0.6666666666666666
AAPL,Telecommunications Equipment,Electronic Technology,79915442.0,33.882848,46.7039,0.00371243,280.15,193.25,288.62,0.9111880046136098,1.4166459678950245,0.0,0.85,0.0,1.0,0.5,False,0.708,19.0
AAT,Real Estate Investment Trusts,Finance,264600.0,70.084317,1.12241,0.06544755000000001,20.77,17.72,21.61,0.7840616966580978,0.0,2.227350077066313,0.891,1.5,0.7,0.5,False,0.876,0.0
ABBV,Pharmaceuticals: Major,Health Technology,6342884.0,101.618218,-111.695,0.03262343,206.5701,176.57,244.81,0.4396263188745604,0.0,0.0,0.0,1.0874476666666668,1.0,0.3,False,0.458,24.0
ABLG,Investment Trusts Or Mutual Funds,Miscellaneous,1423.0,20.434113,5.219304,0.016333,31.8501,27.39,33.1812,0.770151263986739,0.0,0.0,0.0,0.0,0.4,0.5,False,0.175,0.0
ABM,Miscellaneous Commercial Services,Commercial Services,317166.0,16.156878,1.393,0.02707978,40.99,36.962,52.94,0.2520966328701965,0.0,1.7946877243359656,0.718,0.0,0.9,0.1,False,0.563,3.0
ABNB,Hotels/Resorts/Cruise lines,Consumer Services,2528293.0,35.105197,10.4012,0.0,141.68,110.81,147.25,0.8471459934138311,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,11.0
ABT,Medical Specialties,Health Technology,12860714.0,24.922691,2.99308,0.02727476,89.47,89.135,139.06,0.0067100650976463444,1.4043427332947314,1.710612479452604,1.527,0.0,1.2,-0.4,False,0.927,24.0
ACA,Construction Materials,Non-Energy Minerals,551562.0,27.55057,2.31439,0.00160308,124.75,81.59,131.0,0.8735073871685893,0.0,1.0801982379806343,0.432,0.0,0.7,0.5,False,0.444,0.0
ACAA,Financial Conglomerates,Finance,527.0,,,0.0,9.94,9.5558,10.08,0.7329263639832116,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
ACCS,Packaged Software,Technology Services,3871.0,7.435713,1.04937,0.0,8.27,6.51,13.35,0.2573099415204678,4.975985490564254,5.0,4.986,0.0,0.4,0.1,False,2.359,0.0
ACES,Investment Trusts Or Mutual Funds,Miscellaneous,34053.0,-24.432919,2.629497,0.00797,35.69,22.48,37.57,0.8754141815772033,0.0,0.0,0.0,0.0,-0.1,0.5,False,0.05,0.0
ACGL,Multi-Line Insurance,Finance,2002784.0,7.202905,1.41746,0.0,93.82,82.445,103.39,0.5430890427309618,2.0824931052124107,1.7637182001608511,1.955,0.0,1.0,0.3,False,1.175,6.0
ACGP,Investment Managers,Finance,100.0,15.782813,0.879655,0.007636500000000001,39.225,30.25,41.141,0.8240749242493804,0.0,2.8420232932229115,1.137,0.0,0.4,0.5,False,0.687,
ACH,Medical Specialties,Health Technology,660224.0,-0.26,-0.6198,0.0,3.72,1.84,9.55,0.2438391699092088,0.0,0.0,0.0,0.0,0.0,0.1,False,0.015,0.0
ACHC,Medical/Nursing Services,Health Services,5246616.0,-2.28,1.29081,0.0,27.845,11.43,28.57,0.9577012835472578,0.0,1.936768385742286,0.775,0.0,0.5,0.2,False,0.504,7.0
ACHR,Aerospace & Defense,Electronic Technology,31328320.0,-5.93,1.98273,0.0,5.865,4.8,14.62,0.10845213849287173,0.0,2.5621239402238327,1.025,0.0,0.5,-0.4,False,0.526,6.0
ACI,Food Retail,Retail Trade,5013385.0,41.832368,4.52151,0.03730445,16.625,15.8,22.78,0.11819484240687668,0.0,0.0,0.0,1.2434816666666668,1.2,-0.4,False,0.427,6.5
ACIU,Pharmaceuticals: Major,Health Technology,458021.0,-3.55,5.35163,0.0,2.99,1.51,4.0,0.5943775100401607,0.0,0.0,0.0,0.0,0.2,0.3,False,0.095,0.0
ACIW,Packaged Software,Technology Services,518334.0,20.280205,2.96558,0.0,43.88,38.0545,55.45,0.33488545888304466,1.8244391513793872,3.03481949568044,2.309,0.0,0.7,0.1,False,1.229,5.0
ACLS,Industrial Machinery,Producer Manufacturing,317366.0,36.870523,4.15596,0.0,139.97,50.46,147.94,0.9182396389002873,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,3.0
ACN,Information Technology Services,Technology Services,3574711.0,14.731108,3.5426,0.035422340000000004,179.82,173.65,325.71,0.04057608838616328,1.192035249487004,0.0,0.715,1.1807446666666668,1.2,-0.4,False,0.739,21.0
ACSAY,Engineering & Construction,Industrial Services,431.0,34.630341,6.6261,0.0,29.0,12.22,29.421,0.9755246787977444,0.0,0.0,0.0,0.0,0.4,0.2,False,0.13,
ACT,Multi-Line Insurance,Finance,517794.0,9.434171,1.13126,0.01971831,42.6,33.9401,44.8,0.7974198657446204,1.5899648204383832,2.2099252161306864,1.838,0.0,0.7,0.5,False,1.077,1.0
ADBE,Packaged Software,Technology Services,5067605.0,14.604268,8.90302,0.0,250.75,224.13,422.95,0.13388995070918422,2.5335059586690685,1.010892932959827,1.924,0.0,1.0,-0.4,False,1.056,5.666666666666667
ADC,Real Estate Investment Trusts,Finance,709777.0,41.344956,1.51242,0.04070194,76.37,69.56,82.08,0.5439297124600643,0.0,1.6529799923301727,0.661,1.3567313333333333,0.9,0.3,False,0.771,12.0
ADCT,Pharmaceuticals: Major,Health Technology,979876.0,-3.19,-2.5917,0.0,3.83,1.225,4.98,0.6937416777629827,0.0,0.0,0.0,0.0,0.0,0.3,False,0.045,6.0
ADEA,Packaged Software,Technology Services,1950081.0,33.495737,7.48525,0.006060609999999999,33.0,11.61,33.385,0.9823191733639496,1.104618178725251,1.202364650479276,1.144,0.0,1.0,0.2,False,0.795,0.0
ADI,Semiconductors,Electronic Technology,1986774.0,72.645404,5.74636,0.0102341,397.78,194.26,408.37,0.9505394423427209,0.0,2.4363249082897696,0.975,0.0,1.0,0.2,False,0.719,29.0
ADMA,Biotechnology,Health Technology,4128445.0,17.533333,5.2427,0.0,10.51,7.2101,24.17,0.1945707227047329,3.175095117397246,0.0,1.905,0.0,1.0,0.1,False,1.122,0.0
ADNT,Auto Parts: OEM,Producer Manufacturing,765185.0,-5.9,0.962531,0.0,21.325,11.8911,27.32,0.6114434600003888,0.0,2.597318943493768,1.039,0.0,0.2,0.3,False,0.563,7.0
ADP,Packaged Software,Technology Services,2621704.0,19.964211,13.5136,0.030250689999999997,214.17,188.16,329.9295,0.18346682466962208,1.8533164170625127,0.0,1.112,1.0083563333333332,1.2,0.1,False,0.967,2.0
ADSK,Packaged Software,Technology Services,2342727.0,46.739609,17.0122,0.0,244.36,214.1,329.09,0.26315331767979844,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,32.0
ADT,Miscellaneous Commercial Services,Commercial Services,8515136.0,10.704665,1.69152,0.02913907,7.55,6.25,8.935,0.4841713221601488,1.4012582364791424,1.4779606507756338,1.432,0.0,1.2,0.3,False,0.989,4.0
ADTN,Computer Peripherals,Electronic Technology,3417867.0,-35.38,10.112,0.0,18.46,7.11,18.69,0.9801381692573402,0.0,1.0146360759493671,0.406,0.0,0.5,0.2,False,0.338,7.0
ADUS,Medical/Nursing Services,Health Services,255101.0,19.091083,1.69874,0.0,99.51,90.89,124.435,0.25696825160232534,0.0,1.4716790091479568,0.589,0.0,0.7,0.1,False,0.455,12.0
ADX,Investment Trusts/Mutual Funds,Miscellaneous,199634.0,6.14914,0.975865,0.06384743,24.12,19.0,24.74,0.8919860627177705,2.4393655047697727,2.561829761288703,2.488,1.5,0.7,0.5,False,1.595,0.0
AEAQ,Financial Conglomerates,Finance,509.0,852.136752,1.14517,0.0,9.97,9.78,10.03,0.7600000000000051,0.0,2.183081987827135,0.873,0.0,0.4,0.5,False,0.568,0.0
AEIS,Electronic Production Equipment,Electronic Technology,435294.0,101.193882,10.7771,0.00102815,388.87,106.48,397.44,0.9705457794885896,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,8.0
AEO,Apparel/Footwear Retail,Retail Trade,5013733.0,15.54271,1.69042,0.02951594,16.925,9.27,28.46,0.3989056800416884,0.0,1.478922397983933,0.592,0.0,1.2,0.3,False,0.611,1.0
AEP,Electric Utilities,Utilities,2325197.0,20.554279,2.3781,0.0274633,136.93,97.46,138.49,0.9619790397270289,0.0,1.0512594087717086,0.421,0.0,1.2,0.2,False,0.519,14.0
AERO,Airlines,Transportation,272367.0,6.359761,-3.7351,0.0,14.9,12.26,23.05,0.2446709916589435,5.0,0.0,3.0,0.0,0.5,0.1,False,1.49,8.0
AES,Electric Utilities,Utilities,19429996.0,10.85849,2.50314,0.049285709999999996,14.29,9.46,17.65,0.5897435897435896,1.3814075437745028,0.0,0.829,1.5,1.2,0.3,False,0.943,1.0
AESI,Oilfield Services/Equipment,Industrial Services,3448674.0,-42.21,1.75861,0.043782839999999996,17.12,7.6417,17.81,0.932142049310111,0.0,1.4215772684108472,0.569,1.459428,0.7,0.5,False,0.725,2.5
AEYE,Internet Software/Services,Technology Services,168660.0,-30.79,19.6933,0.0,7.67,5.31,16.39,0.21299638989169675,0.0,0.0,0.0,0.0,0.2,0.1,False,0.065,0.0
AFIF,Investment Trusts Or Mutual Funds,Miscellaneous,37663.0,,,0.0,9.39,9.18,9.5795,0.5256570713391764,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
AFL,Multi-Line Insurance,Finance,1979300.0,12.809078,2.56824,0.020818569999999998,112.87,96.95,119.32,0.7116674117121148,1.17104447330245,0.0,0.703,0.0,1.2,0.3,False,0.661,0.75
AGBK,Regional Banks,Finance,180401.0,8.532466,3.2743,0.0,6.85,6.46,12.21,0.06782608695652168,1.7579911833226176,0.0,1.055,0.0,0.7,-0.4,False,0.59,11.0
AGIO,Pharmaceuticals: Major,Health Technology,1165962.0,-3.88,1.50665,0.0,28.16,22.24,46.0,0.24915824915824922,0.0,3.451365612451465,1.381,0.0,0.5,0.1,False,0.761,7.0
AGM,Finance/Rental/Leasing,Finance,153892.0,10.516972,1.56669,0.03490701,174.57,136.57,210.64,0.5130282165519104,1.426266039312456,1.595720914794886,1.494,1.163567,0.9,0.3,False,1.117,0.0
AGMB,Biotechnology,Health Technology,53729.0,,3.54737,0.0,11.15,9.0,17.4528,0.25435358697709637,0.0,1.3333821958239487,0.533,0.0,-0.1,0.1,False,0.23,0.0
AGNC,Real Estate Investment Trusts,Finance,11440323.0,9.066799,1.22951,0.13162706,10.93,8.61,12.19,0.6480446927374303,1.6543876179454293,2.033330351115485,1.806,0.0,0.4,0.3,True,0.958,5.0
AGRO,Agricultural Commodities/Milling,Process Industries,1068337.0,-405.25,1.19723,0.02516906,13.91,6.89,15.89,0.78,0.0,2.088153487633955,0.835,0.0,0.7,0.5,False,0.626,2.0
AGX,Engineering & Construction,Industrial Services,314411.0,72.111267,21.194,0.0026699099999999997,702.3,157.88,704.585,0.9958204150318726,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,3.0
AGYS,Packaged Software,Technology Services,270709.0,63.29291,6.08843,0.0,67.93,61.5,145.25,0.07677611940298516,0.0,1.478213595294682,0.591,0.0,0.7,-0.4,False,0.381,6.0
AHR,Real Estate Investment Trusts,Finance,1547931.0,119.861377,2.80773,0.019940180000000002,50.175,31.6303,54.67,0.8049019735500027,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,11.0
AHRT,Real Estate Investment Trusts,Finance,605799.0,-83.29,1.06727,0.09210526,6.085,5.13,7.71,0.3701550387596899,0.0,2.3424250658221446,0.937,1.5,0.2,0.3,False,0.742,0.0
AIFC,Environmental Services,Industrial Services,4118281.0,-0.22,0.08385,0.0,0.7594,0.7256,10.9487,0.0033062378339251243,0.0,0.0,0.0,0.0,0.5,-0.4,False,0.065,0.0
AIG,Multi-Line Insurance,Finance,9456260.0,13.907624,1.03047,0.02285134,78.765,71.245,87.46,0.46376811594202905,1.07854512028798,2.4260774209826583,1.618,0.0,1.2,0.3,False,1.073,10.0
AIRR,Investment Trusts Or Mutual Funds,Miscellaneous,680575.0,33.465042,4.115715,0.0061140000000000005,127.265,71.4902,127.8,0.9904989895186984,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,0.0
AIT,Wholesale Distributors,Distribution Services,202651.0,28.61825,6.03604,0.00623783,302.925,213.78,309.67,0.9296589842527896,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,7.0
AIV,Real Estate Investment Trusts,Finance,1284889.0,484.090909,1.65005,0.0,4.265,3.935,8.87,0.06686930091185404,0.0,1.5151056028605194,0.606,0.0,1.0,-0.4,False,0.463,0.0
AJG,Insurance Brokers/Services,Finance,2180845.0,33.608411,2.2934,0.012733650000000001,208.005,195.0,351.225,0.08324531925108013,0.0,1.0900845905642278,0.436,0.0,1.0,-0.4,False,0.386,18.0
AJNMY,Food: Specialty/Candy,Consumer Non-Durables,9555.0,58.215954,6.33127,0.0063671199999999996,31.11,20.455,32.99,0.8500199441563621,0.0,0.0,0.0,0.0,0.4,0.5,False,0.175,9.0
AKAM,Data Processing Services,Technology Services,2862754.0,33.783256,3.0199,0.0,103.85,69.78,121.12,0.66361511492014,0.0,1.0894400476836983,0.436,0.0,1.0,0.3,False,0.491,8.0
AKTS,Pharmaceuticals: Major,Health Technology,255916.0,,-7.0961,0.0,19.44,0.0372,29.16,0.6662408834315382,0.0,0.0,0.0,0.0,0.0,0.3,False,0.045,6.0
ALB,Chemicals: Specialty,Process Industries,1277641.0,-33.69,3.12715,0.008355679999999999,193.89,53.7,215.71,0.8653169557434727,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,13.0
ALDX,Biotechnology,Health Technology,751391.0,-2.82,2.16177,0.0,1.585,1.07,6.175,0.1008814887365328,0.0,2.1880218524634905,0.875,0.0,0.2,-0.4,False,0.384,0.0
ALG,Trucks/Construction/Farm Machinery,Producer Manufacturing,130309.0,19.936241,1.78869,0.00747009,171.41,156.295,233.29,0.19631144879537643,0.0,1.397670921176951,0.559,0.0,0.7,0.1,False,0.442,0.0
ALGM,Semiconductors,Electronic Technology,2472968.0,-675.59,9.4236,0.0,48.99,18.17,49.19,0.9935525467440363,0.0,1.485631817988879,0.594,0.0,0.5,0.2,False,0.422,13.0
ALGN,Medical Specialties,Health Technology,712481.0,30.00738,3.15319,0.0,178.925,122.0,208.305,0.6595793986443428,1.1663797372513027,1.623752453864182,1.349,0.0,0.7,0.3,False,0.827,6.0
ALK,Airlines,Transportation,4248118.0,72.056075,1.15061,0.0,38.555,33.03,65.88,0.16818873668188736,0.0,4.919129852860657,1.968,0.0,1.0,0.1,False,1.151,17.0
ALKS,Pharmaceuticals: Major,Health Technology,1161880.0,23.308428,3.03852,0.0,33.37,25.165,36.48,0.725143614670791,3.43223489803774,1.7113594776404302,2.744,0.0,1.0,0.3,False,1.53,14.0
ALLE,Tools & Hardware,Consumer Durables,846709.0,18.498696,5.54133,0.01535169,135.51,134.67,183.11,0.017341040462427806,0.0,0.0,0.0,0.0,0.7,-0.4,False,0.115,8.0
ALLO,Biotechnology,Health Technology,4520700.0,-2.48,1.68605,0.0,2.145,0.8621,4.46,0.3565691097584702,0.0,2.8053735061237806,1.122,0.0,0.5,0.3,False,0.675,13.0
ALLY,Finance/Rental/Leasing,Finance,2006109.0,10.578001,1.00448,0.0276434,43.395,32.281,47.27,0.7414770831943426,1.4180373021329833,2.488849952214081,1.846,0.0,1.2,0.3,False,1.176,15.0
ALMR,Biotechnology,Health Technology,380522.0,,,0.0,25.67,17.0,27.2,0.8500000000000002,0.0,0.0,0.0,0.0,0.0,0.5,False,0.075,0.0
ALNY,Pharmaceuticals: Major,Health Technology,1092631.0,70.356642,49.6694,0.0,296.11,245.96,495.55,0.2009295244200489,1.1370639320733926,0.0,0.682,0.0,1.0,0.1,False,0.572,19.0
ALRS,Major Banks,Finance,203191.0,25.930915,1.18241,0.03116883,26.93,20.085,27.6,0.9108449767132399,0.0,2.1143258260671005,0.846,1.038961,0.9,0.5,False,0.837,0.0
ALSN,Auto Parts: OEM,Producer Manufacturing,731822.0,17.904603,5.82196,0.008382230000000001,131.16,76.01,137.62,0.895146891738354,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,1.5
ALTY,Investment Trusts Or Mutual Funds,Miscellaneous,7552.0,17.183159,2.44045,0.057782,12.4296,11.27,12.58,0.885190839694657,0.0,1.0244012374766949,0.41,1.5,0.6,0.5,False,0.634,0.0
ALV,Auto Parts: OEM,Producer Manufacturing,488600.0,12.484686,3.30177,0.02832056,116.16,93.2,130.14,0.621548456957228,1.201471947312091,0.0,0.721,0.0,0.9,0.3,False,0.594,19.0
ALX,Real Estate Investment Trusts,Finance,45084.0,44.454552,11.4324,0.07366784,244.54,201.28,260.84,0.7263263935527201,0.0,0.0,0.0,1.5,0.4,0.3,False,0.37,0.0
ALYAF,Information Technology Services,Technology Services,1004.0,-5.84,0.85302,0.0,0.9695,0.5027,1.97,0.3181353506440401,0.0,3.856884949942557,1.543,0.0,-0.1,0.1,False,0.684,
AM,Oil & Gas Pipelines,Industrial Services,2562073.0,25.430681,5.32321,0.04147465,21.71,16.77,23.835,0.6992215145081387,0.0,0.0,0.0,1.3824883333333335,1.2,0.3,False,0.552,0.0
AMADY,Packaged Software,Technology Services,8601.0,16.806867,4.35879,0.02083183,57.9,54.75,85.89,0.1011560693641618,2.201481096982561,2.0647932109599223,2.147,0.0,0.6,-0.4,False,1.056,
AMAT,Industrial Machinery,Producer Manufacturing,4586471.0,39.853321,14.2182,0.0047291,389.05,151.51,420.4999,0.8830814837285712,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,29.0
AMC,Movies/Entertainment,Consumer Services,29868448.0,-1.11,-0.3925,0.0,1.455,0.93,4.08,0.16666666666666669,0.0,0.0,0.0,0.0,0.3,0.1,False,0.09,1.0
AMCR,Containers/Packaging,Process Industries,3805754.0,24.682882,1.49852,0.06821192,37.74,37.215,50.94,0.03825136612021849,0.0,1.6683127352320957,0.667,1.5,1.0,-0.4,False,0.715,18.0
AMCX,Cable/Satellite TV,Consumer Services,298990.0,5.160164,0.372687,0.0,8.57,5.405,10.275,0.6498973305954825,5.0,5.0,5.0,0.0,0.7,0.3,False,2.47,0.0
AMD,Semiconductors,Electronic Technology,34279146.0,136.063099,9.32841,0.0,360.55,96.88,362.79,0.9915760971757361,0.0,1.5007916676046615,0.6,0.0,1.0,0.2,False,0.55,44.0
AME,Electrical Products,Producer Manufacturing,1983971.0,34.818866,5.04018,0.00551024,230.475,167.75,242.05,0.8442126514131896,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,15.0
AMG,Investment Managers,Finance,549025.0,11.859255,2.42678,0.00013742,290.99,169.0,334.78,0.7358547472553989,1.2648349327171058,1.0301716678067234,1.171,0.0,0.7,0.3,False,0.747,6.0
AMGN,Biotechnology,Health Technology,3820658.0,22.943362,20.5252,0.029288699999999997,329.9,261.43,391.29,0.5272601262898503,2.426409869660776,0.0,1.456,0.0,1.2,0.3,False,1.0,5.0
AMH,Real Estate Investment Trusts,Finance,2435579.0,27.073977,1.66552,0.03849765,31.945,27.215,39.49,0.385336048879837,0.0,1.5010327105048273,0.6,1.283255,1.2,0.3,False,0.807,12.0
AMKBY,Marine Shipping,Transportation,14939.0,13.200401,0.625434,0.016776199999999998,11.85,8.4,14.32,0.5827702702702702,2.445380257766412,5.0,3.467,0.0,0.4,0.3,False,1.705,0.0625
AMKR,Semiconductors,Electronic Technology,10940687.0,40.553337,3.88619,0.00467604,71.08,17.18,79.23,0.8686543110394842,1.1409665251468704,3.602500135093755,2.126,0.0,1.0,0.5,False,1.282,7.0
AMN,Personnel Services,Commercial Services,758230.0,-8.46,1.26439,0.0,21.105,14.865,23.74,0.703098591549296,0.0,1.977238035732646,0.791,0.0,0.2,0.3,False,0.451,3.0
AMPY,Integrated Oil,Energy Minerals,599946.0,6.029126,0.55125,0.0,6.21,2.595,6.79,0.8617401668653157,2.4879227934529817,4.535147392290249,3.307,0.0,0.7,0.5,False,1.738,0.0
AMRC,Engineering & Construction,Industrial Services,607401.0,37.833273,1.53473,0.0,31.34,11.205,44.93,0.5970348406226834,0.0,1.6289510207007096,0.652,0.0,0.7,0.3,False,0.513,8.0
AMRX,Pharmaceuticals: Major,Health Technology,1360839.0,34.332352,-57.0096,0.0,12.81,7.02,15.42,0.6892857142857144,2.330163689338849,0.0,1.398,0.0,0.8,0.3,False,0.874,0.0
AMS,Finance/Rental/Leasing,Finance,1155113.0,-7.25,0.46507,0.0,1.69,1.25,3.11,0.23655913978494622,0.0,5.0,2.0,0.0,0.5,0.1,False,1.04,0.0
AMSC,Electrical Products,Producer Manufacturing,1285669.0,17.925172,4.65714,0.0,52.49,20.13,70.4857,0.6426283419751885,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,0.0
AMTM,Aerospace & Defense,Electronic Technology,2065417.0,63.726708,1.37241,0.0,25.655,19.11,38.11,0.34447368421052643,0.0,3.701517768013932,1.481,0.0,1.0,0.1,False,0.931,5.0
AMZN,Internet Retail,Retail Trade,50825230.0,32.058989,6.52812,0.0,268.34,183.85,273.88,0.9384649561257357,1.3468921306283241,1.5042615638192924,1.41,0.0,1.0,0.5,False,0.959,67.0
AN,Specialty Stores,Retail Trade,1098803.0,11.37866,3.15747,0.0,209.915,173.26,228.9166,0.6585921525928642,2.6734255175917023,2.343648554063855,2.542,0.0,1.0,0.3,False,1.439,10.0
ANDG,Other Consumer Services,Consumer Services,170125.0,6.83,-3.2148,0.0,34.08,16.0,36.705,0.8732190292199952,2.9282576866764276,0.0,1.757,0.0,0.5,0.5,False,0.991,5.0
ANET,Computer Peripherals,Electronic Technology,7651821.0,62.742961,17.5415,0.0,172.71,82.8,179.8,0.9269072164948453,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,29.0
ANF,Apparel/Footwear Retail,Retail Trade,768656.0,8.084382,2.71012,0.0,84.5,65.45,133.11,0.28155483298847167,1.7032841842456232,0.0,1.022,0.0,0.7,0.1,False,0.65,10.0
ANGL,Investment Trusts Or Mutual Funds,Miscellaneous,773656.0,,,0.053613,29.135,28.1705,29.775,0.6011218448114691,0.0,0.0,0.0,1.5,0.2,0.3,False,0.32,0.0
ANIK,Medical Specialties,Health Technology,236224.0,-18.76,1.48133,0.0,14.85,7.8701,16.24,0.8339287207732472,0.0,3.456353412136391,1.383,0.0,0.2,0.5,False,0.747,0.0
AOR,Investment Trusts Or Mutual Funds,Miscellaneous,353970.0,,,0.020856,67.785,57.7817,68.09,0.9704121921170312,0.0,0.0,0.0,0.0,0.2,0.2,False,0.08,0.0
AOS,Building Products,Producer Manufacturing,2368339.0,16.097197,4.55916,0.02352941,60.33,59.83,81.865,0.022691173133651012,0.0,0.0,0.0,0.0,1.2,-0.4,False,0.24,2.5
APC,Wholesale Distributors,Distribution Services,214737.0,27.398256,24.8291,0.0,18.825,17.0,19.8,0.6517857142857139,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,0.0
APELY,Electronic Production Equipment,Electronic Technology,245.0,14.364866,0.891028,0.024491109999999996,25.55,18.01,32.15,0.5332390381895333,3.0630289207013837,5.0,3.838,0.0,0.6,0.3,False,1.922,1.0
APG,Engineering & Construction,Industrial Services,4114248.0,-64.62,5.66048,0.0,45.95,27.373333,49.99,0.8213706732296143,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,11.0
APH,Electronic Components,Electronic Technology,5773348.0,40.930794,13.013,0.00583275,142.305,78.76,167.04,0.7198119619392842,1.0749852543784029,0.0,0.645,0.0,1.0,0.3,False,0.585,18.0
APLE,Real Estate Investment Trusts,Finance,5761067.0,18.155932,1.00209,0.07169529,13.38,10.85,13.665,0.8987566607460041,0.0,2.494785897474279,0.998,1.5,1.0,0.5,False,0.999,3.0
APLS,Pharmaceuticals: Major,Health Technology,1710914.0,237.587007,14.0117,0.0,40.96,16.1,41.0,0.9983935742971888,0.0,0.0,0.0,0.0,1.0,0.2,False,0.28,1.0
APO,Investment Managers,Finance,3905218.0,23.561921,3.44228,0.01563698,130.44,99.56,157.28,0.5349965349965349,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,16.0
APP,Packaged Software,Technology Services,2484189.0,45.825405,72.903,0.0,460.0,286.845,745.61,0.3774372500081741,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,32.0
APPF,Information Technology Services,Technology Services,341358.0,41.127135,13.0163,0.0,173.28,142.73,326.04,0.16665757460040373,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,11.0
APPN,Packaged Software,Technology Services,1021036.0,1366.060606,-35.472,0.0,22.55,19.79,46.059,0.1050668087860216,0.0,0.0,0.0,0.0,0.8,-0.4,False,0.14,2.0
APPS,Packaged Software,Technology Services,942803.0,-7.92,2.26311,0.0,3.69,2.74,8.2799,0.1714832397696709,0.0,3.976828346832456,1.591,0.0,0.2,0.1,False,0.781,0.0
APT,Industrial Specialties,Process Industries,23349.0,13.743651,0.745946,0.0,4.6,4.25,5.6352,0.2526710944267973,1.091413045922077,3.351449032503693,1.995,0.0,0.4,0.1,False,1.013,0.0
APXT,Financial Conglomerates,Finance,556749.0,227.334852,1.37223,0.0,9.98,9.87,10.005,0.8148148148148143,0.0,1.8218520218913739,0.729,0.0,0.7,0.5,False,0.578,0.0
APYX,Medical Specialties,Health Technology,514052.0,-11.16,8.79411,0.0,3.03,1.04,4.5,0.5751445086705201,0.0,0.0,0.0,0.0,0.2,0.3,False,0.095,0.0
AQEC,Investment Trusts Or Mutual Funds,Miscellaneous,11493.0,20.942026,4.949928,0.017301999999999998,24.2703,23.01,26.57,0.35401685393258364,0.0,0.0,0.0,0.0,0.4,0.3,False,0.145,0.0
AR,Oil & Gas Production,Energy Minerals,4517618.0,12.601666,1.49436,0.0,38.875,29.1,45.75,0.587087087087087,1.1903188038787886,1.6729569849300037,1.383,0.0,1.0,0.3,False,0.917,18.0
ARAY,Medical Specialties,Health Technology,796079.0,-1.56,1.03778,0.0,0.464,0.3301,2.1,0.07565399175094639,0.0,4.933608279211394,1.973,0.0,0.2,-0.4,False,0.878,0.0
