symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,current_price,low_52w,high_52w,position_52w,pe_comp,pb_comp,value_score,income_score,quality_score,momentum_score,yield_trap_flag,value_metric,buy_to_sell_ratio
THQ,Investment Trusts/Mutual Funds,Miscellaneous,88701.0,-6.69,1.03757,0.11637931,18.545,15.14,20.39,0.6485714285714288,0.0,2.4094759871623115,0.964,0.0,-0.7,0.3,True,0.304,0.0
THW,Investment Trusts/Mutual Funds,Miscellaneous,76559.0,9.155083,0.989437,0.11131954999999999,12.6,10.1,13.1899,0.8090876727402181,1.6384340808270117,2.5266894203471266,1.994,0.0,-0.2,0.5,True,0.922,0.0
TIME,Investment Trusts Or Mutual Funds,Miscellaneous,541.0,35.766964,7.426734,0.008851,25.8125,22.3089,26.1325,0.9163092373679255,0.0,0.0,0.0,0.0,0.4,0.5,False,0.175,0.0
TIPX,Investment Trusts Or Mutual Funds,Miscellaneous,1134562.0,,,0.014131,19.265,18.85,19.41,0.7410714285714287,0.0,0.0,0.0,0.0,0.3,0.3,False,0.12,0.0
TKO,Movies/Entertainment,Consumer Services,1020692.0,82.326117,3.86923,0.01452003,185.965,152.29,226.94,0.45110515740120577,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,18.0
TKOMY,Property/Casualty Insurance,Finance,4390.0,12.149412,2.53461,0.02732211,45.09,32.13,50.82,0.693418940609952,1.2346276511159553,0.0,0.741,0.0,0.6,0.3,False,0.528,12.0
TLK,Wireless Telecommunications,Communications,439572.0,12.326839,2.00308,0.06027776,16.65,15.56,23.515,0.13702074167190423,2.9204567367189593,2.496155919883379,2.751,1.5,0.7,-0.4,False,1.578,11.0
TLN,Alternative Power Generation,Utilities,574456.0,-72.6,15.5564,0.0,371.76,216.2,451.28,0.6617321762804153,0.0,0.0,0.0,0.0,0.2,0.3,False,0.095,15.0
TLRY,Agricultural Commodities/Milling,Process Industries,4108490.0,-0.45,0.459718,0.0,6.15,3.507,23.2,0.13421012542527805,0.0,5.0,2.0,0.0,0.5,-0.4,False,0.965,5.0
TMC,Other Metals/Minerals,Non-Energy Minerals,7941713.0,-6.64,-68.2939,0.0,5.4,2.8114,11.35,0.3031644531890475,0.0,0.0,0.0,0.0,0.3,0.1,False,0.09,0.0
TMCR,Financial Conglomerates,Finance,8948.0,773.399015,27.7199,0.0,15.7,5.0,21.38,0.6532356532356532,0.0,0.0,0.0,0.0,0.4,0.3,False,0.145,0.0
TMDX,Medical Specialties,Health Technology,847407.0,20.521186,7.24397,0.0,99.97,89.1,156.0,0.16248131539611366,1.7055544450501057,0.0,1.023,0.0,0.7,0.1,False,0.65,10.0
TME,Internet Software/Services,Technology Services,4357972.0,9.073686,1.13326,0.025582419999999998,9.1,8.78,26.7,0.01785714285714287,4.077725413905661,5.0,4.447,0.0,1.2,-0.4,False,2.241,26.0
TMHC,Homebuilding,Consumer Durables,825442.0,9.004563,0.914485,0.0,60.39,54.575,72.5,0.32440725244072516,1.365974117788948,5.0,2.82,0.0,0.7,0.1,False,1.459,2.3333333333333335
TMO,Medical Specialties,Health Technology,1425105.0,25.791398,3.30531,0.00375099,469.05,385.46,643.99,0.32332804703516044,1.3570415996837395,1.549022633277968,1.434,0.0,1.0,0.1,False,0.91,26.0
TMSNY,Information Technology Services,Technology Services,298.0,22.366436,15.3885,0.010120070000000002,94.965,70.21,107.27,0.667970858067998,0.0,0.0,0.0,0.0,0.4,0.3,False,0.145,0.0
TMTS,Financial Conglomerates,Finance,10189.0,,-10101.0101,0.0,10.0,9.9,10.45,0.18181818181818152,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
TMUS,Wireless Telecommunications,Communications,3448788.0,20.852345,3.80995,0.01938182,196.054,181.36,261.56,0.18321695760598491,1.7264245340272282,1.312353180487933,1.561,0.0,1.0,0.1,False,0.967,26.0
TMVE,Investment Trusts Or Mutual Funds,Miscellaneous,1644.0,26.9414,2.532737,0.018557,16.9733,14.1757,17.05,0.9733152419719575,0.0,0.0,0.0,0.0,0.4,0.2,False,0.13,0.0
TNC,Industrial Machinery,Producer Manufacturing,420748.0,35.114957,2.4557,0.01461706,82.77,60.175,85.905,0.878157792460163,0.0,1.0180396628252635,0.407,0.0,0.7,0.5,False,0.433,0.0
TNDM,Medical Specialties,Health Technology,1617338.0,-6.33,8.54682,0.0,19.42,9.98,29.65,0.479918657854601,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,12.0
TNET,Miscellaneous Commercial Services,Commercial Services,519074.0,13.329537,19.4903,0.02507308,44.46,33.605,86.78,0.20413728255759292,1.125320406852841,0.0,0.675,0.0,0.9,0.1,False,0.544,3.0
TOL,Homebuilding,Consumer Durables,780405.0,9.990641,1.57594,0.0072225399999999995,139.855,100.92,168.36,0.5773279952550412,1.2311522353770894,2.918892851250682,1.906,0.0,0.7,0.3,False,1.078,6.0
TPC,Engineering & Construction,Industrial Services,374208.0,62.204515,4.05823,0.0012809599999999998,93.66,22.2,94.5,0.9883817427385891,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,0.0
TPH,Homebuilding,Consumer Durables,1692036.0,22.301542,1.20635,0.0,46.87,28.72,46.99,0.9934318555008208,0.0,3.8131553860819825,1.525,0.0,1.0,0.2,False,0.966,0.0
TPICQ,Electrical Products,Producer Manufacturing,24301.0,,-0.0008,0.0,0.0109,0.0052,1.39,0.004116117850953207,0.0,0.0,0.0,0.0,-0.3,-0.4,False,-0.135,
TPIF,Investment Trusts Or Mutual Funds,Miscellaneous,40162.0,17.39981,2.071939,0.025313,37.595,30.28,38.8499,0.8535688864514172,0.0,1.2065992290313565,0.483,0.0,0.6,0.5,False,0.442,0.0
TPL,Investment Trusts/Mutual Funds,Miscellaneous,373831.0,62.179331,20.49,0.00507354,433.94,269.233333,547.2,0.5925410725596101,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,0.0
TPLC,Investment Trusts Or Mutual Funds,Miscellaneous,20929.0,23.17449,3.560114,0.012862,48.7201,42.01,49.45,0.9018951612903225,0.0,0.0,0.0,0.0,0.4,0.5,False,0.175,0.0
TPVG,Investment Trusts/Mutual Funds,Miscellaneous,228402.0,4.551035,0.636644,0.17805755,5.545,4.48,7.53,0.34918032786885234,3.295953557817068,3.9268413744573105,3.548,0.0,-0.3,0.1,True,1.537,0.0
TR,Food: Specialty/Candy,Consumer Non-Durables,100205.0,31.897328,3.39041,0.00816409,42.455,31.59,45.06,0.8066072754268743,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,0.0
TRAK,Packaged Software,Technology Services,234675.0,26.814135,3.64099,0.00786217,9.931,6.94,23.72,0.1782479141835518,1.379869236878236,2.4718551822443895,1.817,0.0,0.7,0.1,False,1.008,0.0
TRAX,Biotechnology,Health Technology,593932.0,,,0.0,22.36,14.79,26.8,0.630308076602831,0.0,0.0,0.0,0.0,0.0,0.3,False,0.045,6.0
TREE,Finance/Rental/Leasing,Finance,1488120.0,3.015587,1.8633,0.0,38.81,32.6487,77.345,0.13784809928338596,4.974155943768162,1.3417055761283745,3.521,0.0,0.6,-0.4,False,1.674,6.0
TREX,Forest Products,Non-Energy Minerals,1699863.0,21.816648,3.96567,0.0,38.78,29.77,68.78,0.2309664188669572,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,5.5
TRGP,Gas Distributors,Utilities,1004787.0,29.951941,17.7921,0.01671386,254.4,144.14,260.49,0.9476579286635153,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,10.5
TRI,Internet Software/Services,Technology Services,1625301.0,28.288488,3.55887,0.025965440000000003,94.41,79.71,218.42,0.10597649772907508,1.3079525494611093,2.5288925979313657,1.796,0.0,1.2,-0.4,False,1.048,14.0
TRIP,Other Consumer Services,Consumer Services,2424782.0,36.921111,2.05162,0.0,11.555,9.01,20.16,0.22825112107623316,0.0,2.6808083368265074,1.072,0.0,1.0,0.1,False,0.747,1.5
TRMB,Packaged Software,Technology Services,1989714.0,38.970211,2.76672,0.0,68.43,62.0,87.5,0.2521568627450983,0.0,3.2529493407356003,1.301,0.0,1.0,0.1,False,0.85,15.0
TRMK,Regional Banks,Finance,229518.0,11.901733,1.23773,0.02159875,44.9,33.39,45.99,0.9134920634920632,1.2603206608651025,2.019826618083104,1.564,0.0,0.9,0.5,False,1.004,1.0
TRN,Trucks/Construction/Farm Machinery,Producer Manufacturing,1187647.0,11.621266,2.68321,0.03368305,36.17,22.38,36.615,0.968739023533544,1.2907371709760365,0.0,0.774,1.1227683333333334,1.2,0.2,False,0.847,0.0
TRP,Oil & Gas Pipelines,Industrial Services,2287636.0,28.452366,3.79361,0.03725954,66.59,46.29,67.31,0.9657469077069458,0.0,0.0,0.0,1.2419846666666667,1.2,0.2,False,0.516,6.5
TRU,Financial Publishing/Services,Commercial Services,1838762.0,19.556357,2.86061,0.006663829999999999,70.51,65.235,99.39,0.1544429805299372,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,19.0
TRYIY,Textiles,Process Industries,700.0,36.886102,0.932169,0.0137772,14.13,11.7,17.5125,0.4180645161290325,0.0,2.6819171201788516,1.073,0.0,0.4,0.3,False,0.628,6.0
TS,Steel,Non-Energy Minerals,767108.0,17.34655,1.94146,0.0266876,63.71,32.0,64.33,0.9808227652335293,0.0,1.2876907069937058,0.515,0.0,0.9,0.2,False,0.487,8.0
TSCO,Specialty Stores,Retail Trade,14352979.0,16.619179,6.907,0.027490389999999996,33.83,33.645,63.9899,0.006096576360442618,1.830415329180822,1.0713768640509629,1.527,0.0,1.2,-0.4,False,0.927,18.0
TSEM,Semiconductors,Electronic Technology,1444561.0,112.329967,8.60136,0.0,218.13,35.425,228.73,0.9451643775380874,0.0,1.6276495809964937,0.651,0.0,1.0,0.5,False,0.618,4.0
TSLA,Motor Vehicles,Consumer Durables,65338257.0,357.043669,17.4465,0.0,390.71,271.0,498.83,0.5254356318307509,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,3.0
TSM,Semiconductors,Electronic Technology,9926044.0,33.049932,11.9576,0.00662852,397.8396,170.5884,414.5,0.9316949255385969,1.4000028804900417,1.1708035057202115,1.308,0.0,1.0,0.5,False,0.914,46.0
TSN,Food: Meat/Fish/Dairy,Consumer Non-Durables,3896300.0,111.367611,1.21925,0.031721110000000004,63.69,50.56,66.41,0.828391167192429,0.0,2.0504408447816282,0.82,1.0573703333333335,1.2,0.5,False,0.903,3.5
TTD,Packaged Software,Technology Services,17025017.0,26.987308,4.64354,0.0,24.225,19.74,91.45,0.06254357830149215,1.3710148489060117,1.9381764774288583,1.598,0.0,1.0,-0.4,False,0.909,6.333333333333333
TTDKY,Electronic Components,Electronic Technology,6552.0,25.89826,2.44607,0.009600889999999999,17.66,10.14,18.69,0.8795321637426899,1.6989558371875175,2.084977126574464,1.853,0.0,0.4,0.5,False,1.009,14.0
TTEC,Information Technology Services,Technology Services,347657.0,-0.75,1.52732,0.0,3.0,1.98,5.6,0.28176795580110503,0.0,2.1540999921431006,0.862,0.0,0.2,0.1,False,0.453,0.0
TTEK,Engineering & Construction,Industrial Services,3860491.0,18.958396,4.41089,0.00820966,31.66,29.57,43.14,0.1540162122328666,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,5.0
TTMI,Electronic Components,Electronic Technology,2739207.0,86.271637,9.32682,0.0,158.93,23.61,180.0,0.8652727156467805,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,0.0
TTWO,Packaged Software,Technology Services,1042146.0,-9.66,11.4393,0.0,215.99,187.63,264.785,0.3675717711101031,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,27.0
TU,Wireless Telecommunications,Communications,3290704.0,24.1207,1.68921,0.09625614,12.5579,11.69,16.735,0.1720317145688802,1.4924939989303794,2.95996353324927,2.079,1.5,1.0,0.1,False,1.426,4.5
TUR,Investment Trusts Or Mutual Funds,Miscellaneous,161626.0,16.209139,1.408883,0.017335,42.61,29.64,43.4699,0.9378231223653097,0.0,1.7744553664143863,0.71,0.0,0.7,0.5,False,0.57,0.0
TUSK,Oilfield Services/Equipment,Industrial Services,119532.0,-1.77,0.526106,0.0,2.81,1.715,3.115,0.782142857142857,0.0,4.7518941049902494,1.901,0.0,0.2,0.5,False,0.98,0.0
TVC,General Government,Government,10601.0,,,0.0,24.2,23.15,24.57,0.7394366197183094,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
TVE,General Government,Government,19811.0,,,0.0,23.98,22.86,24.73,0.5989304812834226,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
TVTX,Pharmaceuticals: Major,Health Technology,2188501.0,-73.17,34.9349,0.0,44.12,13.88,44.7,0.9811810512654119,0.0,0.0,0.0,0.0,0.5,0.2,False,0.155,14.0
TW,Investment Banks/Brokers,Finance,1073870.0,27.563058,3.59267,0.00447708,111.61,97.055,149.25,0.27885812817319655,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,7.0
TWLO,Packaged Software,Technology Services,7392187.0,284.954927,3.57258,0.0,183.35,91.84,184.13,0.991548380106187,0.0,2.519187813848815,1.008,0.0,1.0,0.2,False,0.734,25.0
TWST,Biotechnology,Health Technology,2719170.0,-47.39,8.11443,0.0,60.4,23.3,66.06,0.8676333021515432,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,9.0
TX,Steel,Non-Energy Minerals,114954.0,19.978819,0.713041,0.06222632,43.44,27.12,45.57,0.8845528455284551,0.0,3.5061097468448517,1.402,1.5,0.7,0.5,False,1.106,5.0
TXN,Semiconductors,Electronic Technology,4493929.0,48.076232,15.2419,0.019785070000000002,281.07,152.73,287.83,0.9499629903774982,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,5.666666666666667
TXO,Integrated Oil,Energy Minerals,115766.0,-32.19,0.975723,0.1387987,12.32,10.12,17.8986,0.28282724397706543,0.0,2.5622025923340948,1.025,0.0,-0.4,0.1,True,0.376,0.0
TXRH,Restaurants,Consumer Services,1187790.0,25.959394,7.14546,0.01762588,158.28,156.0,199.99,0.05182996135485339,1.1679779581911658,3.132058677817803,1.954,0.0,1.0,-0.4,False,1.069,13.0
TXT,Aerospace & Defense,Electronic Technology,1855416.0,18.094983,2.09659,0.0008445900000000001,94.71,69.46,101.57,0.786359389598256,1.589943466650397,2.4229820804258346,1.923,0.0,1.0,0.5,False,1.19,7.0
TYL,Data Processing Services,Technology Services,501970.0,46.351303,4.00225,0.0,335.17,283.715,621.34,0.1524028137726769,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,21.0
UA,Apparel/Footwear,Consumer Non-Durables,2155644.0,-4.99,1.80686,0.0,6.095,3.95,7.9067,0.5421184320266889,0.0,1.3836157754336254,0.553,0.0,0.5,0.3,False,0.419,3.0
UAA,Apparel/Footwear,Consumer Non-Durables,5895101.0,-5.15,1.8662,0.0,6.28,4.13,8.15,0.5348258706467662,0.0,1.3396206194405744,0.536,0.0,0.5,0.3,False,0.411,2.0
UAL,Airlines,Transportation,8307641.0,8.254597,1.89168,0.0,92.51,71.24,119.21,0.4434021263289558,3.9105482678318517,2.9920493952465534,3.543,0.0,1.0,0.3,False,1.889,23.0
UBCP,Regional Banks,Finance,1258.0,11.913438,1.30787,0.04712859,16.02,12.25,17.335,0.7413962635201571,1.259082390826225,1.9115049660899017,1.52,1.5,0.6,0.3,False,1.104,0.0
UBER,Other Transportation,Transportation,10867359.0,15.89774,5.74465,0.0,75.14,68.46,101.99,0.19922457500745622,2.0304772879667174,0.0,1.218,0.0,1.0,0.1,False,0.813,50.0
UBSI,Regional Banks,Finance,664269.0,12.259676,1.10177,0.03434066,43.69,34.103,45.925,0.8109456944679411,1.2235233622813522,2.269076122965773,1.642,1.1446886666666667,0.9,0.5,False,1.211,0.0
UBT,Investment Trusts Or Mutual Funds,Miscellaneous,54940.0,,,0.008917000000000001,16.085,15.25,18.48,0.2585139318885451,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
UCTT,Industrial Machinery,Producer Manufacturing,1275634.0,-17.38,5.32335,0.0,74.56,18.52,84.43,0.8502503413746016,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,0.0
UDR,Real Estate Investment Trusts,Finance,3511929.0,24.763525,3.68101,0.04740313,36.4,32.94,43.92,0.3151183970856102,0.0,0.0,0.0,1.5,1.2,0.1,False,0.54,2.3333333333333335
UE,Real Estate Investment Trusts,Finance,752499.0,25.588476,2.137,0.03569794,21.86,17.46,22.26,0.9166666666666662,0.0,1.169864295741694,0.468,1.1899313333333332,0.9,0.5,False,0.689,3.0
UEC,Other Metals/Minerals,Non-Energy Minerals,6262736.0,-81.91,5.17331,0.0,14.965,5.025,20.34,0.6490368919360104,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,8.0
UEIC,Electronics/Appliances,Consumer Durables,100934.0,-2.98,0.362252,0.0,4.18,2.69,7.5,0.3097713097713097,0.0,5.0,2.0,0.0,0.2,0.1,False,0.965,0.0
UFPI,Forest Products,Non-Energy Minerals,692363.0,18.714709,1.57411,0.01655318,85.2,84.82,118.0,0.011452682338758577,0.0,1.5881990458100135,0.635,0.0,0.7,-0.4,False,0.401,0.0
UFPT,Industrial Specialties,Process Industries,194925.0,22.170307,3.5315,0.0,193.77,182.865,274.93,0.11844892195731278,0.0,0.0,0.0,0.0,0.7,-0.4,False,0.115,0.0
UG,Chemicals: Specialty,Process Industries,6396.0,15.917521,2.98393,0.06854009999999999,7.295,5.5753,9.88,0.39949357678816166,0.0,0.0,0.0,1.5,0.4,0.3,False,0.37,0.0
UGA,Investment Trusts Or Mutual Funds,Miscellaneous,179111.0,,,0.0,119.215,56.18,120.14,0.9855378361475923,0.0,0.0,0.0,0.0,0.0,0.2,False,0.03,0.0
UGI,Wholesale Distributors,Distribution Services,1946939.0,13.063213,1.51871,0.04237288,35.4,31.62,41.34,0.38888888888888856,1.1482626823890876,1.6461338899460727,1.347,1.4124293333333335,1.2,0.3,False,1.163,0.0
UGP,Specialty Stores,Retail Trade,808494.0,14.568082,2.27051,0.03579631,5.97,2.8,6.135,0.9505247376311844,2.088126631906657,3.259179655672074,2.557,1.1932103333333333,0.9,0.2,False,1.585,7.0
UHS,Hospital/Nursing Management,Health Services,1063344.0,7.230783,1.40159,0.00479042,166.9899,152.3278,246.325,0.15598443357887268,2.07446413479702,1.7836885251749799,1.958,0.0,1.0,0.1,False,1.146,10.0
UHT,Real Estate Investment Trusts,Finance,45320.0,31.515152,3.693,0.07322485000000001,40.7,35.26,44.7,0.5762711864406782,0.0,0.0,0.0,1.5,0.4,0.3,False,0.37,0.0
UIS,Information Technology Services,Technology Services,577681.0,-0.56,-0.6721,0.0,2.665,1.97,6.06,0.1699266503667482,0.0,0.0,0.0,0.0,0.0,0.1,False,0.015,0.0
UITB,Investment Trusts Or Mutual Funds,Miscellaneous,131932.0,,,0.0,46.9287,45.89,48.055,0.47976905311778245,0.0,0.0,0.0,0.0,0.0,0.3,False,0.045,0.0
UJAN,Investment Trusts Or Mutual Funds,Miscellaneous,41130.0,,,0.0,44.57,38.17,44.69,0.9815950920245402,0.0,0.0,0.0,0.0,-0.3,0.2,False,-0.045,0.0
ULBI,Electrical Products,Producer Manufacturing,13591.0,-19.36,0.878985,0.0,6.88,4.36,9.52,0.4883720930232558,0.0,2.8441896050558313,1.138,0.0,-0.1,0.3,False,0.532,0.0
ULS,Miscellaneous Commercial Services,Commercial Services,424545.0,57.214241,14.5911,0.00584061,91.55,58.785,94.035,0.9295035460992908,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,7.0
ULST,Investment Trusts Or Mutual Funds,Miscellaneous,57542.0,,,0.009681,40.365,40.2,40.7201,0.31724668333012757,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
ULTA,Specialty Stores,Retail Trade,477567.0,20.748498,8.38042,0.0,532.0,386.0,714.9699,0.4438096008175823,1.466130223016625,0.0,0.88,0.0,0.7,0.3,False,0.616,19.0
UMBF,Major Banks,Finance,801216.0,11.462629,1.32673,0.01284432,129.24,97.76,136.11,0.8208604954367665,1.3086003219680233,1.8843321549976257,1.539,0.0,0.7,0.5,False,0.943,11.0
UMC,Semiconductors,Electronic Technology,8407387.0,20.067661,2.5808,0.028488660000000002,13.045,6.56,13.39,0.9494875549048315,2.3056997026210477,5.0,3.383,0.0,1.2,0.5,False,1.897,0.0
UMICY,Other Metals/Minerals,Non-Energy Minerals,63904.0,11.206208,1.84927,0.00698081,5.65,2.21,6.43,0.8151658767772513,1.338543778591295,1.3518847977850719,1.344,0.0,0.4,0.5,False,0.78,6.0
UNB,Regional Banks,Finance,4049.0,9.953869,1.42793,0.05753096,25.03,20.65,36.0,0.2853420195439741,1.5069517189748027,1.7507861029602292,1.604,1.5,0.6,0.1,False,1.112,0.0
UNFI,Food Distributors,Distribution Services,738213.0,-39.47,2.00863,0.0,51.24,20.78,51.74,0.9838501291989664,0.0,1.2446294240352878,0.498,0.0,0.2,0.2,False,0.304,4.0
UNH,Managed Health Care,Health Services,4945353.0,27.851791,3.55026,0.023970929999999998,368.84,234.6,409.7,0.7666476299257566,0.0,0.0,0.0,0.0,1.2,0.5,False,0.375,25.0
UNICY,Household/Personal Care,Consumer Non-Durables,162433.0,23.448276,2.0069,0.0,3.01,2.61,4.84,0.179372197309417,0.0,1.245702326971947,0.498,0.0,0.7,0.1,False,0.414,0.0
UNIT,Real Estate Investment Trusts,Finance,2472915.0,2.415647,7.39689,0.0,11.76,3.995,12.1752,0.9492432947849686,5.0,0.0,3.0,0.0,0.6,0.5,False,1.575,1.0
UNM,Multi-Line Insurance,Finance,1450623.0,17.559026,1.19303,0.02276101,80.83,68.275,83.125,0.8454545454545452,0.0,2.0955047232676463,0.838,0.0,1.2,0.5,False,0.752,11.0
UNOV,Investment Trusts Or Mutual Funds,Miscellaneous,23536.0,,,0.0,39.36,33.98,39.41,0.9907918968692454,0.0,0.0,0.0,0.0,-0.3,0.2,False,-0.045,0.0
UOCT,Investment Trusts Or Mutual Funds,Miscellaneous,3011.0,,,0.0,40.2998,34.54,40.355,0.9905073086844369,0.0,0.0,0.0,0.0,-0.3,0.2,False,-0.045,0.0
UPBD,Finance/Rental/Leasing,Finance,1179956.0,13.383081,1.61677,0.08129234,19.175,15.82,28.025,0.27488734125358466,1.1208181434454443,1.5462929173599214,1.291,1.5,1.0,0.1,False,1.071,6.0
UPLD,Information Technology Services,Technology Services,777636.0,-0.39,-0.3673,0.0,0.6101,0.496,3.91,0.033421206795547734,0.0,0.0,0.0,0.0,0.0,-0.4,False,-0.06,0.0
UPRO,Investment Trusts Or Mutual Funds,Miscellaneous,3525896.0,,,0.001005,130.29,67.8762,132.57,0.9647570555447353,0.0,0.0,0.0,0.0,0.3,0.2,False,0.105,0.0
UPV,Investment Trusts Or Mutual Funds,Miscellaneous,2471.0,,,0.0,95.2116,70.7688,104.4,0.7267894098337259,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
UPWK,Personnel Services,Commercial Services,6187953.0,12.558362,2.17259,0.0,10.495,10.1528,22.8399,0.02697227892899087,1.194423285457132,1.150700316212447,1.177,0.0,1.0,-0.4,False,0.72,7.0
URA,Investment Trusts Or Mutual Funds,Miscellaneous,2872043.0,-15236.384,4.23464,0.0038050000000000002,55.83,25.2008,62.28,0.8260480269261472,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,0.0
URBN,Apparel/Footwear Retail,Retail Trade,964916.0,13.627567,2.19874,0.0,68.99,51.12,84.35,0.537767077941619,1.0104518290021982,1.137014835769577,1.061,0.0,0.7,0.3,False,0.697,7.0
URG,Other Metals/Minerals,Non-Energy Minerals,6359754.0,-8.8,8.73981,0.0,1.785,0.67,2.35,0.6636904761904759,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,9.0
URGN,Biotechnology,Health Technology,818704.0,-7.17,-10.5434,0.0,23.0,3.42,30.0,0.7366440933032355,0.0,0.0,0.0,0.0,0.0,0.3,False,0.045,7.0
URI,Finance/Rental/Leasing,Finance,506140.0,24.230195,6.63978,0.00773258,949.13,645.18,1021.47,0.8077546573121794,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,18.0
USDP,Oil & Gas Pipelines,Industrial Services,2274.0,,,0.0,0.0033,0.0006,0.0135,0.20930232558139536,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,
USDU,Investment Trusts Or Mutual Funds,Miscellaneous,675543.0,,,0.0,25.905,25.14,27.25,0.3625592417061615,0.0,0.0,0.0,0.0,0.0,0.3,False,0.045,0.0
USFD,Food Distributors,Distribution Services,1841026.0,31.655949,4.76325,0.0,93.045,66.5,102.13,0.7450182430536066,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,14.0
USL,Investment Trusts Or Mutual Funds,Miscellaneous,43873.0,,,0.0,53.1122,31.48,53.94,0.9631433659839717,0.0,0.0,0.0,0.0,-0.3,0.2,False,-0.045,0.0
UTHR,Biotechnology,Health Technology,184179.0,20.470638,3.50808,0.0,570.057,272.12,607.89,0.8873246567590911,2.7195048830427266,1.3483158878930925,2.171,0.0,0.7,0.5,False,1.227,13.0
UTL,Electric Utilities,Utilities,92709.0,17.443816,1.52463,0.035197690000000004,51.85,44.6075,59.99,0.47082723874532745,0.0,1.639742101362298,0.656,1.1732563333333335,0.6,0.3,False,0.666,0.0
UTMD,Medical Specialties,Health Technology,8784.0,19.462611,1.7397,0.018701540000000003,65.44,51.804,71.805,0.6817659117044144,1.798319865715859,2.943036155659022,2.256,0.0,0.4,0.3,False,1.16,0.0
UTSL,Investment Trusts Or Mutual Funds,Miscellaneous,87304.0,,,0.0,50.14,32.65,55.21,0.7752659574468085,0.0,0.0,0.0,0.0,-0.3,0.5,False,0.0,0.0
UUGRY,Water Utilities,Utilities,41335.0,24.953446,71.9267,0.03332612,38.32,28.06,40.43,0.8294260307194827,0.0,0.0,0.0,1.1108706666666668,0.6,0.5,False,0.392,5.0
UUUU,Other Metals/Minerals,Non-Energy Minerals,7386289.0,-56.36,7.67437,0.0,21.705,4.2,27.9,0.7386075949367088,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,8.0
UVE,Property/Casualty Insurance,Finance,187509.0,5.876258,1.89455,0.01612091,39.69,21.96,41.96,0.8864999999999998,2.552644897484079,1.3195745691589031,2.059,0.0,0.7,0.5,False,1.177,0.0
UXI,Investment Trusts Or Mutual Funds,Miscellaneous,3034.0,,,0.004218,56.075,35.48,61.0999,0.803867306273639,0.0,0.0,0.0,0.0,-0.3,0.5,False,0.0,0.0
UYM,Investment Trusts Or Mutual Funds,Miscellaneous,5623.0,,,0.004373,30.6963,21.0804,34.54,0.7144268774703558,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
V,Finance/Rental/Leasing,Finance,6726067.0,28.838056,17.5965,0.00768222,328.03,293.89,375.51,0.4182798333741728,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,38.0
VAC,Other Consumer Services,Consumer Services,412916.0,-7.86,1.24562,0.043711339999999994,72.775,44.58,86.33,0.6753293413173654,0.0,4.41547181323357,1.766,1.4570446666666665,0.4,0.3,False,1.158,1.5
VACI,Financial Conglomerates,Finance,23572.0,1531.818182,1.41695,0.0,10.11,9.86,10.3,0.5681818181818166,0.0,1.7643530117505912,0.706,0.0,0.4,0.3,False,0.463,0.0
VAL,Contract Drilling,Industrial Services,598003.0,7.374944,2.23193,0.0,102.325,35.2,105.3451,0.9569449612303639,2.033913749039993,1.1201068133857244,1.668,0.0,0.7,0.2,False,0.956,0.0
VALQ,Investment Trusts Or Mutual Funds,Miscellaneous,3918.0,17.241364,4.448491,0.027464,66.5607,58.7899,70.07,0.6888946019982093,0.0,0.0,0.0,0.0,0.6,0.3,False,0.195,0.0
